date,market_demand,ontario_demand,year,month,weekday,Day,temp_max,temp_max_flag,temp_min,temp_min_flag,temp_mean,temp_mean_flag,heat_deg_days,heat_deg_days_flag,cool_deg_days,cool_deg_days_flag,total_rain_mm,total_rain_mm_flag,total_snow_cm,total_snow_cm_flag,total_precip_mm,total_precip_mm_flag,snow_on_ground_cm,snow_on_ground_cm_flag,dir_of_max_gust_10sdeg,dir_of_max_gust_10sdeg_flag,spd_of_max_gust_kmh,spd_of_max_gust_kmh_flag,country_region_code,country_region,sub_region_1,sub_region_2,metro_area,iso_3166_2_code,census_fips_code,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,driving,walking,transit
2018-07-24,459044.0,442286.0,2018.0,7.0,Tuesday,24,30.0,,22.0,,26.0,,0.0,,8.0,,,,,,17.8,,,,,M,,M,,,,,,,,,,,,,,,,
2018-07-25,452533.0,436014.0,2018.0,7.0,Wednesday,25,29.7,,19.5,,24.6,,0.0,,6.6,,,,,,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2018-07-26,442410.0,414576.0,2018.0,7.0,Thursday,26,28.8,,18.1,,23.4,,0.0,,5.4,,,,,,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2018-07-27,429742.0,394781.0,2018.0,7.0,Friday,27,26.9,,18.5,,22.7,,0.0,,4.7,,,,,,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2018-07-28,393761.0,343222.0,2018.0,7.0,Saturday,28,24.3,,16.3,,20.3,,0.0,,2.3,,,,,,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2018-07-29,390243.0,342399.0,2018.0,7.0,Sunday,29,26.5,,14.6,,20.5,,0.0,,2.5,,,,,,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2018-07-30,429750.0,394798.0,2018.0,7.0,Monday,30,25.8,,17.8,,21.8,,0.0,,3.8,,,,,,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2018-07-31,437206.0,409514.0,2018.0,7.0,Tuesday,31,24.9,,19.4,,22.2,,0.0,,4.2,,,,,,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2018-08-01,453955.0,416661.0,2018.0,8.0,Wednesday,1,26.4,,21.3,,23.8,,0.0,,5.8,,,,,,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2018-08-02,458149.0,422833.0,2018.0,8.0,Thursday,2,28.4,,20.1,,24.2,,0.0,,6.2,,,,,,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2018-08-03,462680.0,427490.0,2018.0,8.0,Friday,3,28.2,,20.7,,24.4,,0.0,,6.4,,,,,,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2018-08-04,447861.0,411787.0,2018.0,8.0,Saturday,4,29.9,,20.5,,25.2,,0.0,,7.2,,,,,,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2018-08-05,457037.0,413036.0,2018.0,8.0,Sunday,5,32.2,,20.6,,26.4,,0.0,,8.4,,,,,,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2018-08-06,463405.0,428233.0,2018.0,8.0,Monday,6,32.3,,21.5,,26.9,,0.0,,8.9,,,,,,10.9,,,,,M,,M,,,,,,,,,,,,,,,,
2018-08-07,467942.0,438130.0,2018.0,8.0,Tuesday,7,27.9,,19.5,,23.7,,0.0,,5.7,,,,,,58.2,,,,,M,,M,,,,,,,,,,,,,,,,
2018-08-08,460572.0,424166.0,2018.0,8.0,Wednesday,8,26.5,,19.7,,23.1,,0.0,,5.1,,,,,,21.9,,,,,M,,M,,,,,,,,,,,,,,,,
2018-08-09,462381.0,421499.0,2018.0,8.0,Thursday,9,29.8,,17.5,,23.7,,0.0,,5.7,,,,,,1.1,,,,,M,,M,,,,,,,,,,,,,,,,
2018-08-10,445123.0,404771.0,2018.0,8.0,Friday,10,25.2,,18.1,,21.6,,0.0,,3.6,,,,,,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2018-08-11,417154.0,376543.0,2018.0,8.0,Saturday,11,26.8,,17.0,,21.9,,0.0,,3.9,,,,,,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2018-08-12,425884.0,386389.0,2018.0,8.0,Sunday,12,27.5,,20.4,,23.9,,0.0,,5.9,,,,,,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2018-08-13,457987.0,426267.0,2018.0,8.0,Monday,13,27.5,,20.9,,24.2,,0.0,,6.2,,,,,,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2018-08-14,468906.0,436699.0,2018.0,8.0,Tuesday,14,30.4,,21.9,,26.1,,0.0,,8.1,,,,,,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2018-08-15,479622.0,445789.0,2018.0,8.0,Wednesday,15,31.7,,20.9,,26.3,,0.0,,8.3,,,,,,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2018-08-16,487409.0,446876.0,2018.0,8.0,Thursday,16,29.0,,21.5,,25.3,,0.0,,7.3,,,,,,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2018-08-17,479653.0,440201.0,2018.0,8.0,Friday,17,27.4,,21.4,,24.4,,0.0,,6.4,,,,,,26.5,,,,,M,,M,,,,,,,,,,,,,,,,
2018-08-18,426493.0,380695.0,2018.0,8.0,Saturday,18,24.5,,19.8,,22.2,,0.0,,4.2,,,,,,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2018-08-19,408575.0,365304.0,2018.0,8.0,Sunday,19,24.6,,18.8,,21.7,,0.0,,3.7,,,,,,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2018-08-20,441957.0,406579.0,2018.0,8.0,Monday,20,25.2,,19.8,,22.5,,0.0,,4.5,,,,,,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2018-08-21,450591.0,409862.0,2018.0,8.0,Tuesday,21,25.8,,20.2,,23.0,,0.0,,5.0,,,,,,38.8,,,,,M,,M,,,,,,,,,,,,,,,,
2018-08-22,421044.0,368655.0,2018.0,8.0,Wednesday,22,22.2,,16.3,,19.2,,0.0,,1.2,,,,,,0.2,,,,,M,,M,,,,,,,,,,,,,,,,
2018-08-23,412042.0,367940.0,2018.0,8.0,Thursday,23,27.3,,15.7,,21.5,,0.0,,3.5,,,,,,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2018-08-24,426813.0,385308.0,2018.0,8.0,Friday,24,26.7,,16.8,,21.8,,0.0,,3.8,,,,,,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2018-08-25,425826.0,363973.0,2018.0,8.0,Saturday,25,25.2,,20.4,,22.8,,0.0,,4.8,,,,,,8.8,,,,,M,,M,,,,,,,,,,,,,,,,
2018-08-26,440635.0,390905.0,2018.0,8.0,Sunday,26,29.2,,20.3,,24.8,,0.0,,6.8,,,,,,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2018-08-27,478174.0,429184.0,2018.0,8.0,Monday,27,26.8,,21.2,,24.0,,0.0,,6.0,,,,,,3.1,,,,,M,,M,,,,,,,,,,,,,,,,
2018-08-28,503915.0,457843.0,2018.0,8.0,Tuesday,28,32.3,,23.2,,27.8,,0.0,,9.8,,,,,,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2018-08-29,487728.0,450249.0,2018.0,8.0,Wednesday,29,28.9,,18.8,,23.8,,0.0,,5.8,,,,,,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2018-08-30,415503.0,378070.0,2018.0,8.0,Thursday,30,19.1,,16.2,,17.6,,0.4,,0.0,,,,,,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2018-08-31,408996.0,366858.0,2018.0,8.0,Friday,31,22.8,,17.3,,20.1,,0.0,,2.1,,,,,,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2018-09-01,420408.0,374915.0,2018.0,9.0,Saturday,1,27.7,,17.0,,22.3,,0.0,,4.3,,,,,,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2018-09-02,441198.0,403834.0,2018.0,9.0,Sunday,2,28.1,,22.3,,25.2,,0.0,,7.2,,,,,,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2018-09-03,453423.0,425769.0,2018.0,9.0,Monday,3,32.0,,22.3,,27.1,,0.0,,9.1,,,,,,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2018-09-04,471726.0,443555.0,2018.0,9.0,Tuesday,4,28.1,,20.8,,24.4,,0.0,,6.4,,,,,,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2018-09-05,501093.0,471517.0,2018.0,9.0,Wednesday,5,32.3,,21.9,,27.1,,0.0,,9.1,,,,,,0.6,,,,,M,,M,,,,,,,,,,,,,,,,
2018-09-06,461019.0,427445.0,2018.0,9.0,Thursday,6,26.4,,18.5,,22.4,,0.0,,4.4,,,,,,0.8,,,,,M,,M,,,,,,,,,,,,,,,,
2018-09-07,420830.0,374005.0,2018.0,9.0,Friday,7,23.7,,17.2,,20.4,,0.0,,2.4,,,,,,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2018-09-08,376925.0,312996.0,2018.0,9.0,Saturday,8,17.8,,13.1,,15.4,,2.6,,0.0,,,,,,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2018-09-09,368025.0,301842.0,2018.0,9.0,Sunday,9,16.5,,11.5,,14.0,,4.0,,0.0,,,,,,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2018-09-10,402817.0,348807.0,2018.0,9.0,Monday,10,16.7,,12.4,,14.6,,3.4,,0.0,,,,,,32.9,,,,,M,,M,,,,,,,,,,,,,,,,
2018-09-11,395851.0,356178.0,2018.0,9.0,Tuesday,11,20.3,,15.2,,17.8,,0.2,,0.0,,,,,,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2018-09-12,407271.0,363628.0,2018.0,9.0,Wednesday,12,23.3,,14.2,,18.8,,0.0,,0.8,,,,,,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2018-09-13,423657.0,380873.0,2018.0,9.0,Thursday,13,24.8,,17.6,,21.2,,0.0,,3.2,,,,,,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2018-09-14,454953.0,415815.0,2018.0,9.0,Friday,14,27.7,,20.6,,24.1,,0.0,,6.1,,,,,,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2018-09-15,450108.0,408208.0,2018.0,9.0,Saturday,15,28.7,,21.7,,25.2,,0.0,,7.2,,,,,,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2018-09-16,450942.0,404308.0,2018.0,9.0,Sunday,16,28.2,,20.7,,24.5,,0.0,,6.5,,,,,,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2018-09-17,465189.0,429639.0,2018.0,9.0,Monday,17,26.3,,20.3,,23.3,,0.0,,5.3,,,,,,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2018-09-18,454584.0,411562.0,2018.0,9.0,Tuesday,18,27.6,,16.4,,22.0,,0.0,,4.0,,,,,,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2018-09-19,420105.0,372237.0,2018.0,9.0,Wednesday,19,20.8,,15.3,,18.0,,0.0,,0.0,,,,,,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2018-09-20,407664.0,358854.0,2018.0,9.0,Thursday,20,19.6,,15.5,,17.5,,0.5,,0.0,,,,,,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2018-09-21,433312.0,381923.0,2018.0,9.0,Friday,21,30.8,,13.6,,22.2,,0.0,,4.2,,,,,,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2018-09-22,359869.0,306173.0,2018.0,9.0,Saturday,22,16.5,,10.7,,13.6,,4.4,,0.0,,,,,,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2018-09-23,359480.0,306765.0,2018.0,9.0,Sunday,23,18.6,,9.7,,14.1,,3.9,,0.0,,,,,,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2018-09-24,399656.0,339085.0,2018.0,9.0,Monday,24,19.7,,11.4,,15.5,,2.5,,0.0,,,,,,3.7,,,,,M,,M,,,,,,,,,,,,,,,,
2018-09-25,414436.0,359633.0,2018.0,9.0,Tuesday,25,21.4,,16.0,,18.7,,0.0,,0.7,,,,,,13.2,,,,,M,,M,,,,,,,,,,,,,,,,
2018-09-26,409681.0,354399.0,2018.0,9.0,Wednesday,26,22.5,,12.2,,17.3,,0.7,,0.0,,,,,,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2018-09-27,393939.0,344341.0,2018.0,9.0,Thursday,27,17.3,,10.3,,13.8,,4.2,,0.0,,,,,,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2018-09-28,393718.0,339301.0,2018.0,9.0,Friday,28,23.0,,11.3,,17.1,,0.9,,0.0,,,,,,3.4,,,,,M,,M,,,,,,,,,,,,,,,,
2018-09-29,359405.0,309154.0,2018.0,9.0,Saturday,29,16.5,,9.5,,13.0,,5.0,,0.0,,,,,,0.4,,,,,M,,M,,,,,,,,,,,,,,,,
2018-09-30,372657.0,320549.0,2018.0,9.0,Sunday,30,13.6,,9.8,,11.7,,6.3,,0.0,,,,,,8.5,,,,,M,,M,,,,,,,,,,,,,,,,
2018-10-01,402977.0,351040.0,2018.0,10.0,Monday,1,13.4,,8.3,,10.9,,7.1,,0.0,,,,,,8.3,,,,,M,,M,,,,,,,,,,,,,,,,
2018-10-02,404489.0,354588.0,2018.0,10.0,Tuesday,2,14.0,,9.9,,12.0,,6.0,,0.0,,,,,,8.8,,,,,M,,M,,,,,,,,,,,,,,,,
2018-10-03,395751.0,346934.0,2018.0,10.0,Wednesday,3,19.4,,11.6,,15.5,,2.5,,0.0,,,,,,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2018-10-04,392759.0,339663.0,2018.0,10.0,Thursday,4,22.2,,8.5,,15.3,,2.7,,0.0,,,,,,10.3,,,,,M,,M,,,,,,,,,,,,,,,,
2018-10-05,396422.0,342468.0,2018.0,10.0,Friday,5,13.4,,6.5,,9.9,,8.1,,0.0,,,,,,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2018-10-06,385037.0,327552.0,2018.0,10.0,Saturday,6,17.0,,10.1,,13.6,,4.4,,0.0,,,,,,1.8,,,,,M,,M,,,,,,,,,,,,,,,,
2018-10-07,371326.0,315692.0,2018.0,10.0,Sunday,7,15.4,,12.2,,13.8,,4.2,,0.0,,,,,,6.0,,,,,M,,M,,,,,,,,,,,,,,,,
2018-10-08,366217.0,313482.0,2018.0,10.0,Monday,8,15.1,,11.6,,13.3,,4.7,,0.0,,,,,,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2018-10-09,405521.0,359799.0,2018.0,10.0,Tuesday,9,26.4,,14.1,,20.2,,0.0,,2.2,,,,,,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2018-10-10,421734.0,376049.0,2018.0,10.0,Wednesday,10,26.2,,18.9,,22.6,,0.0,,4.6,,,,,,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2018-10-11,411255.0,354871.0,2018.0,10.0,Thursday,11,22.1,,8.9,,15.5,,2.5,,0.0,,,,,,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2018-10-12,391005.0,339644.0,2018.0,10.0,Friday,12,11.6,,6.4,,9.0,,9.0,,0.0,,,,,,0.4,,,,,M,,M,,,,,,,,,,,,,,,,
2018-10-13,367299.0,320805.0,2018.0,10.0,Saturday,13,10.3,,4.4,,7.4,,10.6,,0.0,,,,,,1.2,,,,,M,,M,,,,,,,,,,,,,,,,
2018-10-14,358540.0,309640.0,2018.0,10.0,Sunday,14,13.9,,4.2,,9.1,,8.9,,0.0,,,,,,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2018-10-15,403848.0,349359.0,2018.0,10.0,Monday,15,13.8,,4.2,,9.0,,9.0,,0.0,,,,,,3.1,,,,,M,,M,,,,,,,,,,,,,,,,
2018-10-16,398538.0,343705.0,2018.0,10.0,Tuesday,16,12.4,,3.3,,7.9,,10.1,,0.0,,,,,,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2018-10-17,407076.0,349454.0,2018.0,10.0,Wednesday,17,9.9,,2.0,,6.0,,12.0,,0.0,,,,,,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2018-10-18,404373.0,353863.0,2018.0,10.0,Thursday,18,8.5,,0.0,,4.3,,13.7,,0.0,,,,,,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2018-10-19,397768.0,340620.0,2018.0,10.0,Friday,19,14.7,,6.8,,10.8,,7.2,,0.0,,,,,,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2018-10-20,372000.0,315924.0,2018.0,10.0,Saturday,20,12.6,,4.1,,8.3,,9.7,,0.0,,,,,,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2018-10-21,377540.0,328068.0,2018.0,10.0,Sunday,21,6.5,,1.3,,3.9,,14.1,,0.0,,,,,,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2018-10-22,402719.0,355263.0,2018.0,10.0,Monday,22,10.9,,4.0,,7.5,,10.5,,0.0,,,,,,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2018-10-23,406110.0,358310.0,2018.0,10.0,Tuesday,23,10.2,,3.7,,7.0,,11.0,,0.0,,,,,,2.9,,,,,M,,M,,,,,,,,,,,,,,,,
2018-10-24,423905.0,366515.0,2018.0,10.0,Wednesday,24,6.3,,2.6,,4.5,,13.5,,0.0,,,,,,0.3,,,,,M,,M,,,,,,,,,,,,,,,,
2018-10-25,420902.0,364177.0,2018.0,10.0,Thursday,25,7.9,,2.8,,5.4,,12.6,,0.0,,,,,,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2018-10-26,420492.0,362022.0,2018.0,10.0,Friday,26,8.7,,5.2,,7.0,,11.0,,0.0,,,,,,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2018-10-27,406658.0,345609.0,2018.0,10.0,Saturday,27,6.9,,1.4,,4.2,,13.8,,0.0,,,,,,7.2,,,,,M,,M,,,,,,,,,,,,,,,,
2018-10-28,398059.0,348321.0,2018.0,10.0,Sunday,28,6.2,,1.8,,4.0,,14.0,,0.0,,,,,,1.7,,,,,M,,M,,,,,,,,,,,,,,,,
2018-10-29,416191.0,362177.0,2018.0,10.0,Monday,29,9.1,,2.6,,5.9,,12.1,,0.0,,,,,,0.4,,,,,M,,M,,,,,,,,,,,,,,,,
2018-10-30,409591.0,358945.0,2018.0,10.0,Tuesday,30,10.3,,0.8,,5.6,,12.4,,0.0,,,,,,0.4,,,,,M,,M,,,,,,,,,,,,,,,,
2018-10-31,415327.0,362789.0,2018.0,10.0,Wednesday,31,13.3,,6.0,,9.6,,8.4,,0.0,,,,,,10.6,,,,,M,,M,,,,,,,,,,,,,,,,
2018-11-01,413361.0,366219.0,2018.0,11.0,Thursday,1,9.1,,5.3,,7.2,,10.8,,0.0,,,,,,33.3,,,,,M,,M,,,,,,,,,,,,,,,,
2018-11-02,416970.0,368112.0,2018.0,11.0,Friday,2,6.1,,4.3,,5.2,,12.8,,0.0,,,,,,4.0,,0.0,,,M,,M,,,,,,,,,,,,,,,,
2018-11-03,393958.0,344879.0,2018.0,11.0,Saturday,3,7.4,,2.8,,5.1,,12.9,,0.0,,,,,,1.5,,0.0,,,M,,M,,,,,,,,,,,,,,,,
2018-11-04,385348.0,328268.0,2018.0,11.0,Sunday,4,7.5,,1.0,,4.3,,13.7,,0.0,,,,,,0.2,,0.0,,,M,,M,,,,,,,,,,,,,,,,
2018-11-05,426395.0,365246.0,2018.0,11.0,Monday,5,,M,,M,,M,,M,,M,,,,,,M,,,,M,,M,,,,,,,,,,,,,,,,
2018-11-06,411250.0,354208.0,2018.0,11.0,Tuesday,6,16.4,,8.9,,12.6,,5.4,,0.0,,,,,,5.6,,,,,M,,M,,,,,,,,,,,,,,,,
2018-11-07,419767.0,361355.0,2018.0,11.0,Wednesday,7,10.0,,5.2,,7.6,,10.4,,0.0,,,,,,0.5,,,,,M,,M,,,,,,,,,,,,,,,,
2018-11-08,432296.0,372592.0,2018.0,11.0,Thursday,8,6.3,,3.6,,4.9,,13.1,,0.0,,,,,,0.3,,,,,M,,M,,,,,,,,,,,,,,,,
2018-11-09,427599.0,378852.0,2018.0,11.0,Friday,9,5.2,,2.3,,3.7,,14.3,,0.0,,,,,,12.2,,0.0,,,M,,M,,,,,,,,,,,,,,,,
2018-11-10,414972.0,355749.0,2018.0,11.0,Saturday,10,3.5,,-1.8,,0.9,,17.1,,0.0,,,,,,0.0,,0.0,,,M,,M,,,,,,,,,,,,,,,,
2018-11-11,405754.0,354848.0,2018.0,11.0,Sunday,11,4.7,,-1.1,,1.8,,16.2,,0.0,,,,,,0.0,,0.0,,,M,,M,,,,,,,,,,,,,,,,
2018-11-12,427521.0,379788.0,2018.0,11.0,Monday,12,6.3,,2.1,,4.2,,13.8,,0.0,,,,,,1.3,,0.0,,,M,,M,,,,,,,,,,,,,,,,
2018-11-13,435382.0,389709.0,2018.0,11.0,Tuesday,13,2.7,,-2.8,,-0.1,,18.1,,0.0,,,,,,0.2,,0.0,,,M,,M,,,,,,,,,,,,,,,,
2018-11-14,443680.0,396944.0,2018.0,11.0,Wednesday,14,0.7,,-4.0,,-1.7,,19.7,,0.0,,,,,,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2018-11-15,452328.0,400819.0,2018.0,11.0,Thursday,15,1.3,,-3.2,,-1.0,,19.0,,0.0,,,,,,11.3,,,,,M,,M,,,,,,,,,,,,,,,,
2018-11-16,443121.0,393577.0,2018.0,11.0,Friday,16,3.3,,0.6,,2.0,,16.0,,0.0,,,,,,7.0,,5.0,,,M,,M,,,,,,,,,,,,,,,,
2018-11-17,411288.0,363882.0,2018.0,11.0,Saturday,17,3.4,,-1.9,,0.8,,17.2,,0.0,,,,,,0.2,,2.0,,,M,,M,,,,,,,,,,,,,,,,
2018-11-18,405063.0,369140.0,2018.0,11.0,Sunday,18,3.4,,-2.6,,0.4,,17.6,,0.0,,,,,,0.0,,1.0,,,M,,M,,,,,,,,,,,,,,,,
2018-11-19,432304.0,389066.0,2018.0,11.0,Monday,19,4.3,,-1.0,,1.6,,16.4,,0.0,,,,,,0.0,,0.0,,,M,,M,,,,,,,,,,,,,,,,
2018-11-20,438219.0,396672.0,2018.0,11.0,Tuesday,20,3.2,,-2.1,,0.6,,17.4,,0.0,,,,,,0.5,,0.0,,,M,,M,,,,,,,,,,,,,,,,
2018-11-21,453530.0,404350.0,2018.0,11.0,Wednesday,21,2.2,,-11.9,,-4.8,,22.8,,0.0,,,,,,0.2,,,,,M,,M,,,,,,,,,,,,,,,,
2018-11-22,445007.0,419069.0,2018.0,11.0,Thursday,22,-5.1,,-12.3,,-8.7,,26.7,,0.0,,,,,,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2018-11-23,448246.0,400491.0,2018.0,11.0,Friday,23,3.8,,-5.1,,-0.7,,18.7,,0.0,,,,,,0.0,,0.0,,,M,,M,,,,,,,,,,,,,,,,
2018-11-24,427488.0,364775.0,2018.0,11.0,Saturday,24,6.7,,2.1,,4.4,,13.6,,0.0,,,,,,4.6,,1.0,,,M,,M,,,,,,,,,,,,,,,,
2018-11-25,410217.0,354521.0,2018.0,11.0,Sunday,25,7.8,,4.9,,6.4,,11.6,,0.0,,,,,,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2018-11-26,444031.0,387037.0,2018.0,11.0,Monday,26,6.8,,2.2,,4.5,,13.5,,0.0,,,,,,26.9,,,,,M,,M,,,,,,,,,,,,,,,,
2018-11-27,452682.0,399155.0,2018.0,11.0,Tuesday,27,2.7,,-0.9,,0.9,,17.1,,0.0,,,,,,1.4,,,,,M,,M,,,,,,,,,,,,,,,,
2018-11-28,457169.0,400521.0,2018.0,11.0,Wednesday,28,3.5,,-0.9,,1.3,,16.7,,0.0,,,,,,0.2,,1.0,,,M,,M,,,,,,,,,,,,,,,,
2018-11-29,444850.0,402607.0,2018.0,11.0,Thursday,29,2.9,,1.0,,2.0,,16.0,,0.0,,,,,,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2018-11-30,434515.0,397870.0,2018.0,11.0,Friday,30,2.9,,1.1,,2.0,,16.0,,0.0,,,,,,0.2,,,,,M,,M,,,,,,,,,,,,,,,,
2018-12-01,424866.0,366669.0,2018.0,12.0,Saturday,1,3.9,,1.5,,2.7,,15.3,,0.0,,,,,,3.8,,0.0,,,M,,M,,,,,,,,,,,,,,,,
2018-12-02,427921.0,354586.0,2018.0,12.0,Sunday,2,10.9,,3.8,,7.4,,10.6,,0.0,,,,,,11.7,,0.0,,,M,,M,,,,,,,,,,,,,,,,
2018-12-03,442145.0,391362.0,2018.0,12.0,Monday,3,7.6,,-1.0,,3.3,,14.7,,0.0,,,,,,1.6,,,,,M,,M,,,,,,,,,,,,,,,,
2018-12-04,446776.0,402756.0,2018.0,12.0,Tuesday,4,-0.1,,-3.8,,-2.0,,20.0,,0.0,,,,,,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2018-12-05,447933.0,405198.0,2018.0,12.0,Wednesday,5,2.1,,-4.5,,-1.2,,19.2,,0.0,,,,,,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2018-12-06,463286.0,402821.0,2018.0,12.0,Thursday,6,2.5,,-3.2,,-0.4,,18.4,,0.0,,,,,,0.2,,,,,M,,M,,,,,,,,,,,,,,,,
2018-12-07,460033.0,414392.0,2018.0,12.0,Friday,7,-2.4,,-7.7,,-5.1,,23.1,,0.0,,,,,,0.2,,2.0,,,M,,M,,,,,,,,,,,,,,,,
2018-12-08,440972.0,390613.0,2018.0,12.0,Saturday,8,0.3,,-4.3,,-2.0,,20.0,,0.0,,,,,,0.8,,,,,M,,M,,,,,,,,,,,,,,,,
2018-12-09,423133.0,374930.0,2018.0,12.0,Sunday,9,1.0,,-4.4,,-1.7,,19.7,,0.0,,,,,,0.0,,1.0,,,M,,M,,,,,,,,,,,,,,,,
2018-12-10,444811.0,405109.0,2018.0,12.0,Monday,10,1.9,,0.0,,1.0,,17.0,,0.0,,,,,,0.0,,0.0,,,M,,M,,,,,,,,,,,,,,,,
2018-12-11,450092.0,412979.0,2018.0,12.0,Tuesday,11,1.2,,-2.2,,-0.5,,18.5,,0.0,,,,,,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2018-12-12,437899.0,405914.0,2018.0,12.0,Wednesday,12,1.9,,-0.4,,0.8,,17.2,,0.0,,,,,,0.3,,,,,M,,M,,,,,,,,,,,,,,,,
2018-12-13,439348.0,412909.0,2018.0,12.0,Thursday,13,3.6,,0.1,,1.8,,16.2,,0.0,,,,,,1.8,,1.0,,,M,,M,,,,,,,,,,,,,,,,
2018-12-14,431345.0,400655.0,2018.0,12.0,Friday,14,6.1,,2.4,,4.3,,13.7,,0.0,,,,,,3.2,,0.0,,,M,,M,,,,,,,,,,,,,,,,
2018-12-15,411843.0,368231.0,2018.0,12.0,Saturday,15,4.7,,1.8,,3.2,,14.8,,0.0,,,,,,0.0,,0.0,,,M,,M,,,,,,,,,,,,,,,,
2018-12-16,411125.0,364361.0,2018.0,12.0,Sunday,16,,M,,M,,M,,M,,M,,,,,,M,,,,M,,M,,,,,,,,,,,,,,,,
2018-12-17,448159.0,398784.0,2018.0,12.0,Monday,17,,M,,M,,M,,M,,M,,,,,,M,0.0,,,M,,M,,,,,,,,,,,,,,,,
2018-12-18,440184.0,402697.0,2018.0,12.0,Tuesday,18,-0.2,,-5.0,,-2.6,,20.6,,0.0,,,,,,0.0,,0.0,,,M,,M,,,,,,,,,,,,,,,,
