date,market_demand,ontario_demand,year,month,weekday,Day,temp_max,temp_max_flag,temp_min,temp_min_flag,temp_mean,temp_mean_flag,heat_deg_days,heat_deg_days_flag,cool_deg_days,cool_deg_days_flag,total_rain_mm,total_rain_mm_flag,total_snow_cm,total_snow_cm_flag,total_precip_mm,total_precip_mm_flag,snow_on_ground_cm,snow_on_ground_cm_flag,dir_of_max_gust_10sdeg,dir_of_max_gust_10sdeg_flag,spd_of_max_gust_kmh,spd_of_max_gust_kmh_flag,country_region_code,country_region,sub_region_1,sub_region_2,metro_area,iso_3166_2_code,census_fips_code,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,driving,walking,transit
2015-01-01,451100.0,369939.0,2015.0,1.0,Thursday,1,-0.9,,-6.9,,-3.9,,21.9,,0.0,,,M,,M,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2015-01-02,457472.0,383063.0,2015.0,1.0,Friday,2,-0.5,,-4.0,,-2.3,,20.3,,0.0,,,M,,M,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2015-01-03,457828.0,394156.0,2015.0,1.0,Saturday,3,2.8,,-3.5,,-0.4,,18.4,,0.0,,,M,,M,12.3,,,,,M,,M,,,,,,,,,,,,,,,,
2015-01-04,447891.0,379686.0,2015.0,1.0,Sunday,4,5.1,,-4.7,,0.2,,17.8,,0.0,,,M,,M,10.8,,,,,M,,M,,,,,,,,,,,,,,,,
2015-01-05,497335.0,431984.0,2015.0,1.0,Monday,5,-4.6,,-12.5,,-8.6,,26.6,,0.0,,,M,,M,0.2,,,,,M,,M,,,,,,,,,,,,,,,,
2015-01-06,520724.0,444898.0,2015.0,1.0,Tuesday,6,-7.7,,-12.1,,-9.9,,27.9,,0.0,,,M,,M,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2015-01-07,535703.0,453511.0,2015.0,1.0,Wednesday,7,-8.4,,-17.6,,-13.0,,31.0,,0.0,,,M,,M,0.3,,,,,M,,M,,,,,,,,,,,,,,,,
2015-01-08,549466.0,458157.0,2015.0,1.0,Thursday,8,-7.7,,-14.8,,-11.3,,29.3,,0.0,,,M,,M,0.7,,,,,M,,M,,,,,,,,,,,,,,,,
2015-01-09,515321.0,436333.0,2015.0,1.0,Friday,9,-5.1,,-12.3,,-8.7,,26.7,,0.0,,,M,,M,0.9,,,,,M,,M,,,,,,,,,,,,,,,,
2015-01-10,493107.0,420032.0,2015.0,1.0,Saturday,10,-8.9,,-14.6,,-11.8,,29.8,,0.0,,,M,,M,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2015-01-11,467659.0,405604.0,2015.0,1.0,Sunday,11,0.5,,-9.0,,-4.3,,22.3,,0.0,,,M,,M,0.2,,,,,M,,M,,,,,,,,,,,,,,,,
2015-01-12,499475.0,429621.0,2015.0,1.0,Monday,12,0.2,,-15.4,,-7.6,,25.6,,0.0,,,M,,M,1.7,,,,,M,,M,,,,,,,,,,,,,,,,
2015-01-13,517114.0,455779.0,2015.0,1.0,Tuesday,13,-10.4,,-19.5,,-15.0,,33.0,,0.0,,,M,,M,0.2,,,,,M,,M,,,,,,,,,,,,,,,,
2015-01-14,508087.0,453559.0,2015.0,1.0,Wednesday,14,-3.5,,-11.6,,-7.6,,25.6,,0.0,,,M,,M,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2015-01-15,515898.0,442751.0,2015.0,1.0,Thursday,15,-2.1,,-10.8,,-6.5,,24.5,,0.0,,,M,,M,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2015-01-16,484384.0,429645.0,2015.0,1.0,Friday,16,-3.7,E,-8.4,E,-6.1,E,24.1,E,0.0,E,,M,,M,0.0,E,,,,M,,M,,,,,,,,,,,,,,,,
2015-01-17,474350.0,417167.0,2015.0,1.0,Saturday,17,0.0,E,,M,,M,,M,,M,,M,,M,,M,,,,M,,M,,,,,,,,,,,,,,,,
2015-01-18,455511.0,387241.0,2015.0,1.0,Sunday,18,5.5,,0.7,,3.1,,14.9,,0.0,,,M,,M,1.1,,,,,M,,M,,,,,,,,,,,,,,,,
2015-01-19,474422.0,422007.0,2015.0,1.0,Monday,19,1.1,,-7.7,,-3.3,,21.3,,0.0,,,M,,M,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2015-01-20,483323.0,437564.0,2015.0,1.0,Tuesday,20,-4.8,,-11.7,,-8.3,,26.3,,0.0,,,M,,M,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2015-01-21,496777.0,443479.0,2015.0,1.0,Wednesday,21,-2.7,,-10.5,,-6.6,,24.6,,0.0,,,M,,M,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2015-01-22,483726.0,427120.0,2015.0,1.0,Thursday,22,0.5,,-7.0,,-3.3,,21.3,,0.0,,,M,,M,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2015-01-23,482000.0,411090.0,2015.0,1.0,Friday,23,1.3,,-3.6,,-1.2,,19.2,,0.0,,,M,,M,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2015-01-24,445194.0,393855.0,2015.0,1.0,Saturday,24,1.2,,-4.2,,-1.5,,19.5,,0.0,,,M,,M,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2015-01-25,444530.0,391576.0,2015.0,1.0,Sunday,25,-2.0,,-11.2,,-6.6,,24.6,,0.0,,,M,,M,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2015-01-26,513764.0,439534.0,2015.0,1.0,Monday,26,-7.3,,-13.1,,-10.2,,28.2,,0.0,,,M,,M,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2015-01-27,510564.0,440019.0,2015.0,1.0,Tuesday,27,-4.5,,-11.3,,-7.9,,25.9,,0.0,,,M,,M,0.4,,,,,M,,M,,,,,,,,,,,,,,,,
2015-01-28,500575.0,433776.0,2015.0,1.0,Wednesday,28,-0.7,,-11.8,,-6.3,,24.3,,0.0,,,M,,M,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2015-01-29,479653.0,434521.0,2015.0,1.0,Thursday,29,1.1,,-3.9,,-1.4,,19.4,,0.0,,,M,,M,7.6,,,,,M,,M,,,,,,,,,,,,,,,,
2015-01-30,490134.0,432457.0,2015.0,1.0,Friday,30,-0.8,,-13.7,,-7.3,,25.3,,0.0,,,M,,M,0.2,,,,,M,,M,,,,,,,,,,,,,,,,
2015-01-31,474210.0,419855.0,2015.0,1.0,Saturday,31,-1.9,,-13.8,,-7.9,,25.9,,0.0,,,M,,M,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2015-02-01,486345.0,413514.0,2015.0,2.0,Sunday,1,-1.7,,-13.9,,-7.8,,25.8,,0.0,,,M,,M,5.8,,,,,M,,M,,,,,,,,,,,,,,,,
2015-02-02,526141.0,448650.0,2015.0,2.0,Monday,2,-10.7,,-14.7,,-12.7,,30.7,,0.0,,,M,,M,7.5,,,,,M,,M,,,,,,,,,,,,,,,,
2015-02-03,529468.0,444937.0,2015.0,2.0,Tuesday,3,-4.4,,-14.0,,-9.2,,27.2,,0.0,,,M,,M,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2015-02-04,506072.0,436475.0,2015.0,2.0,Wednesday,4,-0.7,,-7.9,,-4.3,,22.3,,0.0,,,M,,M,1.4,,,,,M,,M,,,,,,,,,,,,,,,,
2015-02-05,516649.0,439376.0,2015.0,2.0,Thursday,5,-7.9,,-13.7,,-10.8,,28.8,,0.0,,,M,,M,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2015-02-06,516343.0,434185.0,2015.0,2.0,Friday,6,-3.4,,-11.4,,-7.4,,25.4,,0.0,,,M,,M,0.7,,,,,M,,M,,,,,,,,,,,,,,,,
2015-02-07,467379.0,409320.0,2015.0,2.0,Saturday,7,-1.7,,-7.5,,-4.6,,22.6,,0.0,,,M,,M,4.8,,,,,M,,M,,,,,,,,,,,,,,,,
2015-02-08,468930.0,415859.0,2015.0,2.0,Sunday,8,-6.8,,-12.4,,-9.6,,27.6,,0.0,,,M,,M,1.7,,,,,M,,M,,,,,,,,,,,,,,,,
2015-02-09,512264.0,447152.0,2015.0,2.0,Monday,9,-9.1,,-12.4,,-10.8,,28.8,,0.0,,,M,,M,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2015-02-10,502743.0,435353.0,2015.0,2.0,Tuesday,10,-3.7,,-9.3,,-6.5,,24.5,,0.0,,,M,,M,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2015-02-11,525880.0,436950.0,2015.0,2.0,Wednesday,11,-1.3,,-5.2,,-3.3,,21.3,,0.0,,,M,,M,0.8,,,,,M,,M,,,,,,,,,,,,,,,,
2015-02-12,521635.0,439203.0,2015.0,2.0,Thursday,12,-1.5,,-17.8,,-9.7,,27.7,,0.0,,,M,,M,0.2,,,,,M,,M,,,,,,,,,,,,,,,,
2015-02-13,544125.0,453264.0,2015.0,2.0,Friday,13,-7.7,,-21.5,,-14.6,,32.6,,0.0,,,M,,M,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2015-02-14,507042.0,421078.0,2015.0,2.0,Saturday,14,-5.7,,-19.7,,-12.7,,30.7,,0.0,,,M,,M,0.4,,,,,M,,M,,,,,,,,,,,,,,,,
2015-02-15,523326.0,437739.0,2015.0,2.0,Sunday,15,-19.2,,-25.1,,-22.2,,40.2,,0.0,,,M,,M,0.2,,,,,M,,M,,,,,,,,,,,,,,,,
2015-02-16,536021.0,442408.0,2015.0,2.0,Monday,16,-12.6,,-22.4,,-17.5,,35.5,,0.0,,,M,,M,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2015-02-17,542236.0,452246.0,2015.0,2.0,Tuesday,17,-7.5,,-13.3,,-10.4,,28.4,,0.0,,,M,,M,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2015-02-18,540847.0,450899.0,2015.0,2.0,Wednesday,18,-6.9,,-13.4,,-10.2,,28.2,,0.0,,,M,,M,0.3,,,,,M,,M,,,,,,,,,,,,,,,,
2015-02-19,555238.0,458631.0,2015.0,2.0,Thursday,19,-13.3,,-20.5,,-16.9,,34.9,,0.0,,,M,,M,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2015-02-20,551816.0,463075.0,2015.0,2.0,Friday,20,-11.3,,-21.3,,-16.3,,34.3,,0.0,,,M,,M,0.2,,,,,M,,M,,,,,,,,,,,,,,,,
2015-02-21,521214.0,433614.0,2015.0,2.0,Saturday,21,-6.4,,-11.4,,-8.9,,26.9,,0.0,,,M,,M,7.3,,,,,M,,M,,,,,,,,,,,,,,,,
2015-02-22,484598.0,417103.0,2015.0,2.0,Sunday,22,-2.7,,-15.4,,-9.1,,27.1,,0.0,,,M,,M,0.4,,,,,M,,M,,,,,,,,,,,,,,,,
2015-02-23,551032.0,456040.0,2015.0,2.0,Monday,23,-14.2,,-20.2,,-17.2,,35.2,,0.0,,,M,,M,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2015-02-24,569243.0,456822.0,2015.0,2.0,Tuesday,24,-7.4,,-18.4,,-12.9,,30.9,,0.0,,,M,,M,0.2,,,,,M,,M,,,,,,,,,,,,,,,,
2015-02-25,530676.0,444872.0,2015.0,2.0,Wednesday,25,-7.2,,-13.6,,-10.4,,28.4,,0.0,,,M,,M,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2015-02-26,537491.0,454216.0,2015.0,2.0,Thursday,26,-9.1,,-15.6,,-12.4,,30.4,,0.0,,,M,,M,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2015-02-27,528758.0,445576.0,2015.0,2.0,Friday,27,-8.2,,-17.3,,-12.8,,30.8,,0.0,,,M,,M,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2015-02-28,480868.0,413722.0,2015.0,2.0,Saturday,28,-4.4,,-14.6,,-9.5,,27.5,,0.0,,,M,,M,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2015-03-01,466802.0,403999.0,2015.0,3.0,Sunday,1,-3.1,,-8.1,,-5.6,,23.6,,0.0,,,M,,M,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2015-03-02,485687.0,418757.0,2015.0,3.0,Monday,2,-1.3,,-8.1,,-4.7,,22.7,,0.0,,,M,,M,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2015-03-03,501990.0,434313.0,2015.0,3.0,Tuesday,3,1.3,,-9.7,,-4.2,,22.2,,0.0,,,M,,M,5.4,,,,,M,,M,,,,,,,,,,,,,,,,
2015-03-04,472875.0,415621.0,2015.0,3.0,Wednesday,4,1.7,,-10.2,,-4.3,,22.3,,0.0,,,M,,M,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2015-03-05,505687.0,434616.0,2015.0,3.0,Thursday,5,-9.0,,-14.8,,-11.9,,29.9,,0.0,,,M,,M,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2015-03-06,514813.0,431166.0,2015.0,3.0,Friday,6,-4.6,,-15.1,,-9.9,,27.9,,0.0,,,M,,M,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2015-03-07,466048.0,396173.0,2015.0,3.0,Saturday,7,-0.3,,-5.6,,-3.0,,21.0,,0.0,,,M,,M,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2015-03-08,434816.0,373309.0,2015.0,3.0,Sunday,8,3.3,,-3.1,,0.1,,17.9,,0.0,,,M,,M,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2015-03-09,457162.0,388633.0,2015.0,3.0,Monday,9,6.9,,-0.9,,3.0,,15.0,,0.0,,,M,,M,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2015-03-10,454673.0,388708.0,2015.0,3.0,Tuesday,10,5.4,,-0.3,,2.6,,15.4,,0.0,,,M,,M,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2015-03-11,443745.0,375266.0,2015.0,3.0,Wednesday,11,8.8,,1.9,,5.4,,12.6,,0.0,,,M,,M,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2015-03-12,447045.0,384645.0,2015.0,3.0,Thursday,12,3.8,,-1.0,,1.4,,16.6,,0.0,,,M,,M,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2015-03-13,453211.0,384284.0,2015.0,3.0,Friday,13,4.4,,0.0,,2.2,,15.8,,0.0,,,M,,M,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2015-03-14,437075.0,360270.0,2015.0,3.0,Saturday,14,6.1,,2.5,,4.3,,13.7,,0.0,,,M,,M,0.5,,,,,M,,M,,,,,,,,,,,,,,,,
2015-03-15,431636.0,352323.0,2015.0,3.0,Sunday,15,6.6,,1.2,,3.9,,14.1,,0.0,,,M,,M,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2015-03-16,454056.0,376506.0,2015.0,3.0,Monday,16,9.7,,0.9,,5.3,,12.7,,0.0,,,M,,M,1.8,,,,,M,,M,,,,,,,,,,,,,,,,
2015-03-17,455222.0,376936.0,2015.0,3.0,Tuesday,17,6.4,,-3.4,,1.5,,16.5,,0.0,,,M,,M,0.5,,,,,M,,M,,,,,,,,,,,,,,,,
2015-03-18,462900.0,389318.0,2015.0,3.0,Wednesday,18,3.1,,-4.9,,-0.9,,18.9,,0.0,,,M,,M,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2015-03-19,464684.0,389138.0,2015.0,3.0,Thursday,19,1.5,,-5.4,,-2.0,,20.0,,0.0,,,M,,M,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2015-03-20,453959.0,375424.0,2015.0,3.0,Friday,20,7.7,,-0.6,,3.6,,14.4,,0.0,,,M,,M,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2015-03-21,442819.0,359035.0,2015.0,3.0,Saturday,21,6.5,,-5.2,,0.7,,17.3,,0.0,,,M,,M,3.7,,,,,M,,M,,,,,,,,,,,,,,,,
2015-03-22,445665.0,368183.0,2015.0,3.0,Sunday,22,-1.3,,-9.4,,-5.4,,23.4,,0.0,,,M,,M,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2015-03-23,483871.0,405010.0,2015.0,3.0,Monday,23,-2.7,,-10.6,,-6.7,,24.7,,0.0,,,M,,M,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2015-03-24,472059.0,394020.0,2015.0,3.0,Tuesday,24,1.3,,-8.0,,-3.4,,21.4,,0.0,,,M,,M,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2015-03-25,473412.0,393879.0,2015.0,3.0,Wednesday,25,6.1,,-1.1,,2.5,,15.5,,0.0,,,M,,M,2.7,,,,,M,,M,,,,,,,,,,,,,,,,
2015-03-26,458990.0,393213.0,2015.0,3.0,Thursday,26,5.7,,1.1,,3.4,,14.6,,0.0,,,M,,M,1.4,,,,,M,,M,,,,,,,,,,,,,,,,
2015-03-27,467153.0,392489.0,2015.0,3.0,Friday,27,2.1,,-7.1,,-2.5,,20.5,,0.0,,,M,,M,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2015-03-28,440523.0,371186.0,2015.0,3.0,Saturday,28,-0.5,,-10.0,,-5.3,,23.3,,0.0,,,M,,M,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2015-03-29,432726.0,355437.0,2015.0,3.0,Sunday,29,4.7,,-6.2,,-0.8,,18.8,,0.0,,,M,,M,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2015-03-30,461165.0,383725.0,2015.0,3.0,Monday,30,8.4,,0.0,,4.2,,13.8,,0.0,,,M,,M,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2015-03-31,447135.0,379394.0,2015.0,3.0,Tuesday,31,4.6,,-1.0,,1.8,,16.2,,0.0,,,M,,M,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2015-04-01,432077.0,376131.0,2015.0,4.0,Wednesday,1,6.3,,-1.5,,2.4,,15.6,,0.0,,,M,,M,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2015-04-02,449907.0,364816.0,2015.0,4.0,Thursday,2,13.8,,2.5,,8.2,,9.8,,0.0,,,M,,M,2.9,,,,,M,,M,,,,,,,,,,,,,,,,
2015-04-03,417489.0,325872.0,2015.0,4.0,Friday,3,13.0,,2.7,,7.9,,10.1,,0.0,,,M,,M,2.6,,,,,M,,M,,,,,,,,,,,,,,,,
2015-04-04,421518.0,333508.0,2015.0,4.0,Saturday,4,6.7,,-0.2,,3.3,,14.7,,0.0,,,M,,M,1.2,,,,,M,,M,,,,,,,,,,,,,,,,
2015-04-05,407420.0,340435.0,2015.0,4.0,Sunday,5,2.1,,-0.9,,0.6,,17.4,,0.0,,,M,,M,0.2,,,,,M,,M,,,,,,,,,,,,,,,,
2015-04-06,434525.0,371131.0,2015.0,4.0,Monday,6,7.8,,1.5,,4.7,,13.3,,0.0,,,M,,M,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2015-04-07,449102.0,371796.0,2015.0,4.0,Tuesday,7,7.2,,2.4,,4.8,,13.2,,0.0,,,M,,M,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2015-04-08,465909.0,395637.0,2015.0,4.0,Wednesday,8,4.3,,1.5,,2.9,,15.1,,0.0,,,M,,M,14.5,,,,,M,,M,,,,,,,,,,,,,,,,
2015-04-09,465366.0,389165.0,2015.0,4.0,Thursday,9,10.7,,2.2,,6.5,,11.5,,0.0,,,M,,M,9.9,,,,,M,,M,,,,,,,,,,,,,,,,
2015-04-10,446677.0,365956.0,2015.0,4.0,Friday,10,17.2,,4.8,,11.0,,7.0,,0.0,,,M,,M,1.7,,,,,M,,M,,,,,,,,,,,,,,,,
2015-04-11,403561.0,333554.0,2015.0,4.0,Saturday,11,11.7,,3.4,,7.6,,10.4,,0.0,,,M,,M,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2015-04-12,398306.0,315169.0,2015.0,4.0,Sunday,12,17.0,,4.0,,10.5,,7.5,,0.0,,,M,,M,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2015-04-13,430894.0,347119.0,2015.0,4.0,Monday,13,20.6,,7.8,,14.2,,3.8,,0.0,,,M,,M,3.1,,,,,M,,M,,,,,,,,,,,,,,,,
2015-04-14,407798.0,344717.0,2015.0,4.0,Tuesday,14,17.5,,6.1,,11.8,,6.2,,0.0,,,M,,M,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2015-04-15,393646.0,343202.0,2015.0,4.0,Wednesday,15,14.6,,6.3,,10.5,,7.5,,0.0,,,M,,M,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2015-04-16,390930.0,345062.0,2015.0,4.0,Thursday,16,14.2,,5.3,,9.8,,8.2,,0.0,,,M,,M,0.7,,,,,M,,M,,,,,,,,,,,,,,,,
2015-04-17,378113.0,338546.0,2015.0,4.0,Friday,17,20.9,,8.9,,14.9,,3.1,,0.0,,,M,,M,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2015-04-18,365121.0,303461.0,2015.0,4.0,Saturday,18,20.4,,9.4,,14.9,,3.1,,0.0,,,M,,M,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2015-04-19,387486.0,303240.0,2015.0,4.0,Sunday,19,12.2,,4.6,,8.4,,9.6,,0.0,,,M,,M,8.2,,,,,M,,M,,,,,,,,,,,,,,,,
2015-04-20,420134.0,353281.0,2015.0,4.0,Monday,20,15.2,,4.7,,10.0,,8.0,,0.0,,,M,,M,25.6,,,,,M,,M,,,,,,,,,,,,,,,,
2015-04-21,410754.0,348368.0,2015.0,4.0,Tuesday,21,11.3,,4.7,,8.0,,10.0,,0.0,,,M,,M,5.3,,,,,M,,M,,,,,,,,,,,,,,,,
2015-04-22,419137.0,359449.0,2015.0,4.0,Wednesday,22,9.2,,1.1,,5.2,,12.8,,0.0,,,M,,M,0.3,,,,,M,,M,,,,,,,,,,,,,,,,
2015-04-23,418052.0,369636.0,2015.0,4.0,Thursday,23,3.6,,0.0,,1.8,,16.2,,0.0,,,M,,M,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2015-04-24,407846.0,358179.0,2015.0,4.0,Friday,24,8.4,,-1.0,,3.7,,14.3,,0.0,,,M,,M,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2015-04-25,382565.0,325663.0,2015.0,4.0,Saturday,25,10.2,,-0.1,,5.1,,12.9,,0.0,,,M,,M,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2015-04-26,376890.0,315357.0,2015.0,4.0,Sunday,26,13.1,,3.8,,8.5,,9.5,,0.0,,,M,,M,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2015-04-27,412568.0,350217.0,2015.0,4.0,Monday,27,13.3,,5.3,,9.3,,8.7,,0.0,,,M,,M,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2015-04-28,391089.0,340352.0,2015.0,4.0,Tuesday,28,19.0,,5.9,,12.5,,5.5,,0.0,,,M,,M,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2015-04-29,386987.0,337781.0,2015.0,4.0,Wednesday,29,19.0,,7.5,,13.3,,4.7,,0.0,,,M,,M,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2015-04-30,385239.0,338161.0,2015.0,4.0,Thursday,30,15.7,,8.6,,12.2,,5.8,,0.0,,,M,,M,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2015-05-01,383202.0,334104.0,2015.0,5.0,Friday,1,20.9,,10.7,,15.8,,2.2,,0.0,,,M,,M,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2015-05-02,358090.0,306849.0,2015.0,5.0,Saturday,2,21.7,,10.1,,15.9,,2.1,,0.0,,,M,,M,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2015-05-03,359982.0,301414.0,2015.0,5.0,Sunday,3,24.4,,11.3,,17.9,,0.1,,0.0,,,M,,M,,M,,,,M,,M,,,,,,,,,,,,,,,,
2015-05-04,395547.0,338509.0,2015.0,5.0,Monday,4,21.5,,12.8,,17.2,,0.8,,0.0,,,M,,M,0.3,,,,,M,,M,,,,,,,,,,,,,,,,
2015-05-05,380088.0,339759.0,2015.0,5.0,Tuesday,5,16.2,,10.4,,13.3,,4.7,,0.0,,,M,,M,,M,,,,M,,M,,,,,,,,,,,,,,,,
2015-05-06,380961.0,341387.0,2015.0,5.0,Wednesday,6,21.1,,10.0,,15.6,,2.4,,0.0,,,M,,M,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2015-05-07,396957.0,348254.0,2015.0,5.0,Thursday,7,23.1,,12.1,,17.6,,0.4,,0.0,,,M,,M,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2015-05-08,406932.0,354583.0,2015.0,5.0,Friday,8,24.9,,13.3,,19.1,,0.0,,1.1,,,M,,M,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2015-05-09,384069.0,346062.0,2015.0,5.0,Saturday,9,26.9,,14.4,,20.7,,0.0,,2.7,,,M,,M,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2015-05-10,383186.0,338693.0,2015.0,5.0,Sunday,10,25.4,,15.4,,20.4,,0.0,,2.4,,,M,,M,2.7,,,,,M,,M,,,,,,,,,,,,,,,,
2015-05-11,424895.0,362691.0,2015.0,5.0,Monday,11,18.1,,12.5,,15.3,,2.7,,0.0,,,M,,M,4.1,,,,,M,,M,,,,,,,,,,,,,,,,
2015-05-12,422450.0,346949.0,2015.0,5.0,Tuesday,12,17.1,,7.8,,12.5,,5.5,,0.0,,,M,,M,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2015-05-13,415060.0,340494.0,2015.0,5.0,Wednesday,13,14.2,,6.7,,10.5,,7.5,,0.0,,,M,,M,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2015-05-14,409184.0,338689.0,2015.0,5.0,Thursday,14,17.6,,5.5,,11.6,,6.4,,0.0,,,M,,M,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2015-05-15,409186.0,336715.0,2015.0,5.0,Friday,15,14.1,,10.1,,12.1,,5.9,,0.0,,,M,,M,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2015-05-16,390540.0,316286.0,2015.0,5.0,Saturday,16,25.9,,11.9,,18.9,,0.0,,0.9,,,M,,M,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2015-05-17,382227.0,303570.0,2015.0,5.0,Sunday,17,21.6,,13.5,,17.6,,0.4,,0.0,,,M,,M,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2015-05-18,400985.0,326557.0,2015.0,5.0,Monday,18,26.7,,14.6,,20.7,,0.0,,2.7,,,M,,M,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2015-05-19,417220.0,343210.0,2015.0,5.0,Tuesday,19,19.3,,4.9,,12.1,,5.9,,0.0,,,M,,M,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2015-05-20,406525.0,335116.0,2015.0,5.0,Wednesday,20,15.9,,4.1,,10.0,,8.0,,0.0,,,M,,M,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2015-05-21,410659.0,338685.0,2015.0,5.0,Thursday,21,19.2,,9.3,,14.3,,3.7,,0.0,,,M,,M,,M,,,,M,,M,,,,,,,,,,,,,,,,
2015-05-22,403572.0,333527.0,2015.0,5.0,Friday,22,16.4,,5.3,,10.9,,7.1,,0.0,,,M,,M,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
2015-05-23,379188.0,305308.0,2015.0,5.0,Saturday,23,18.7,,4.1,,11.4,,6.6,,0.0,,,M,,M,0.0,,,,,M,,M,,,,,,,,,,,,,,,,
