\\Hourly Demand Report,,,
\\Created at 2021-06-20 07:30:14,,,
\\For 2021,,,
Date,Hour,Market Demand,Ontario Demand
2021-05-21,9,17738,15558
2021-05-21,10,18261,16330
2021-05-21,11,18503,16956
2021-05-21,12,19150,17527
2021-05-21,13,19325,17787
2021-05-21,14,19669,18041
2021-05-21,15,20194,18407
2021-05-21,16,20336,18767
2021-05-21,17,20699,19076
2021-05-21,18,20778,19243
2021-05-21,19,20918,19178
2021-05-21,20,20472,18798
2021-05-21,21,19861,18317
2021-05-21,22,18718,17144
2021-05-21,23,17224,15594
2021-05-21,24,16147,14535
2021-05-22,1,15465,13703
2021-05-22,2,14958,13072
2021-05-22,3,14355,12545
2021-05-22,4,14398,12305
2021-05-22,5,14633,12327
2021-05-22,6,14450,12412
2021-05-22,7,14768,12946
2021-05-22,8,15551,13772
2021-05-22,9,16498,14717
2021-05-22,10,17524,15659
2021-05-22,11,18387,16520
2021-05-22,12,18335,16626
2021-05-22,13,17863,16317
2021-05-22,14,17540,16125
2021-05-22,15,17950,16222
2021-05-22,16,18015,16537
2021-05-22,17,18455,17081
2021-05-22,18,18296,17060
2021-05-22,19,18161,16841
2021-05-22,20,17874,16518
2021-05-22,21,17716,16347
2021-05-22,22,16924,15665
2021-05-22,23,15930,14532
2021-05-22,24,15090,13436
2021-05-23,1,14788,12611
2021-05-23,2,14561,12186
2021-05-23,3,14079,11837
2021-05-23,4,13877,11568
2021-05-23,5,13805,11516
2021-05-23,6,13758,11454
2021-05-23,7,14409,12232
2021-05-23,8,15417,13536
2021-05-23,9,16273,14416
2021-05-23,10,16579,14808
2021-05-23,11,16503,14780
2021-05-23,12,16608,14715
2021-05-23,13,16627,14435
2021-05-23,14,16272,14206
2021-05-23,15,16474,14230
2021-05-23,16,16745,14654
2021-05-23,17,17394,15150
2021-05-23,18,17705,15588
2021-05-23,19,17008,15098
2021-05-23,20,16452,14724
2021-05-23,21,16354,14578
2021-05-23,22,15665,13787
2021-05-23,23,14904,12866
2021-05-23,24,14629,12128
2021-05-24,1,14029,11485
2021-05-24,2,13458,11082
2021-05-24,3,13217,10863
2021-05-24,4,13355,10822
2021-05-24,5,13797,10874
2021-05-24,6,13780,10905
2021-05-24,7,13983,11285
2021-05-24,8,14297,11591
2021-05-24,9,14179,11768
2021-05-24,10,14428,12039
2021-05-24,11,14825,12525
2021-05-24,12,14766,12584
2021-05-24,13,14885,12562
2021-05-24,14,14936,12584
2021-05-24,15,14875,12819
2021-05-24,16,15647,13653
2021-05-24,17,16676,14751
2021-05-24,18,16724,15131
2021-05-24,19,16431,15164
2021-05-24,20,15995,14871
2021-05-24,21,15796,14610
2021-05-24,22,15518,13905
2021-05-24,23,14825,12832
2021-05-24,24,14270,11982
2021-05-25,1,13824,11493
2021-05-25,2,13387,11162
2021-05-25,3,13240,11042
2021-05-25,4,13185,11236
2021-05-25,5,13704,11475
2021-05-25,6,14411,12185
2021-05-25,7,15285,13317
2021-05-25,8,16238,14503
2021-05-25,9,16799,15109
2021-05-25,10,17382,15492
2021-05-25,11,17894,15953
2021-05-25,12,18555,16635
2021-05-25,13,19039,17269
2021-05-25,14,19316,17661
2021-05-25,15,19962,18022
2021-05-25,16,20214,18500
2021-05-25,17,21058,19381
2021-05-25,18,21074,19443
2021-05-25,19,19990,18785
2021-05-25,20,19919,18394
2021-05-25,21,19474,17997
2021-05-25,22,18583,16841
2021-05-25,23,17393,15436
2021-05-25,24,16454,14407
2021-05-26,1,16053,13670
2021-05-26,2,15485,13144
2021-05-26,3,15356,12978
2021-05-26,4,15214,12856
2021-05-26,5,15468,13145
2021-05-26,6,15901,14043
2021-05-26,7,16841,15042
2021-05-26,8,17904,16022
2021-05-26,9,18864,16879
2021-05-26,10,18967,16993
2021-05-26,11,18656,16958
2021-05-26,12,18878,17130
2021-05-26,13,18702,16766
2021-05-26,14,18524,16594
2021-05-26,15,18627,16728
2021-05-26,16,18683,17062
2021-05-26,17,19176,17433
2021-05-26,18,19048,17391
2021-05-26,19,18941,17064
2021-05-26,20,18257,16402
2021-05-26,21,17361,15667
2021-05-26,22,16327,14390
2021-05-26,23,15518,13183
2021-05-26,24,14761,12435
2021-05-27,1,14286,11978
2021-05-27,2,14010,11651
2021-05-27,3,13829,11467
2021-05-27,4,13962,11601
2021-05-27,5,14316,11985
2021-05-27,6,14579,12652
2021-05-27,7,15282,13432
2021-05-27,8,15793,13829
2021-05-27,9,15943,13938
2021-05-27,10,15834,13778
2021-05-27,11,15831,13863
2021-05-27,12,15903,13955
2021-05-27,13,15609,13622
2021-05-27,14,15448,13434
2021-05-27,15,15537,13536
2021-05-27,16,15923,14112
2021-05-27,17,16457,14641
2021-05-27,18,16882,14921
2021-05-27,19,16866,14945
2021-05-27,20,17042,14956
2021-05-27,21,17036,14750
2021-05-27,22,16520,13919
2021-05-27,23,15445,12898
2021-05-27,24,14927,12208
2021-05-28,1,14901,11794
2021-05-28,2,14490,11358
2021-05-28,3,14334,11189
2021-05-28,4,14351,11283
2021-05-28,5,14732,11672
2021-05-28,6,15342,12562
2021-05-28,7,16202,13411
2021-05-28,8,16563,14260
2021-05-28,9,17066,14726
2021-05-28,10,17184,14925
2021-05-28,11,17187,15110
2021-05-28,12,17102,15257
2021-05-28,13,16870,15066
2021-05-28,14,16660,14769
2021-05-28,15,16350,14557
2021-05-28,16,16723,14758
2021-05-28,17,16735,14791
2021-05-28,18,16448,14546
2021-05-28,19,15701,13156
2021-05-28,20,16998,14655
2021-05-28,21,17246,14590
2021-05-28,22,16182,13754
2021-05-28,23,15374,12693
2021-05-28,24,14800,12032
2021-05-29,1,14681,11584
2021-05-29,2,14169,11287
2021-05-29,3,14035,11085
2021-05-29,4,14028,11072
2021-05-29,5,14444,11378
2021-05-29,6,14701,11707
2021-05-29,7,15100,12127
2021-05-29,8,15255,12231
2021-05-29,9,15458,12236
2021-05-29,10,15180,12047
2021-05-29,11,15555,12123
2021-05-29,12,15586,12192
2021-05-29,13,15387,11993
2021-05-29,14,15241,11773
2021-05-29,15,15189,11739
2021-05-29,16,15377,11962
2021-05-29,17,16237,12737
2021-05-29,18,16329,13231
2021-05-29,19,16381,13713
2021-05-29,20,16189,13762
2021-05-29,21,16166,13732
2021-05-29,22,15606,13303
2021-05-29,23,14952,12477
2021-05-29,24,14545,11804
2021-05-30,1,14297,11376
2021-05-30,2,14217,11103
2021-05-30,3,14107,10965
2021-05-30,4,13772,10792
2021-05-30,5,13952,10854
2021-05-30,6,13887,10960
2021-05-30,7,14145,11243
2021-05-30,8,14240,11538
2021-05-30,9,14356,11590
2021-05-30,10,14102,11514
2021-05-30,11,14492,11683
2021-05-30,12,14808,11810
2021-05-30,13,14766,11773
2021-05-30,14,14424,11553
2021-05-30,15,14520,11769
2021-05-30,16,15106,12319
2021-05-30,17,15826,13165
2021-05-30,18,16019,13543
2021-05-30,19,15970,13632
2021-05-30,20,15739,13717
2021-05-30,21,15985,13767
2021-05-30,22,15502,13267
2021-05-30,23,15074,12489
2021-05-30,24,14258,11808
2021-05-31,1,14089,11412
2021-05-31,2,14019,11210
2021-05-31,3,13774,11095
2021-05-31,4,13844,11101
2021-05-31,5,14141,11616
2021-05-31,6,14754,12286
2021-05-31,7,15224,13101
2021-05-31,8,15756,13647
2021-05-31,9,15794,13625
2021-05-31,10,15382,13408
2021-05-31,11,15404,13493
2021-05-31,12,15905,13612
2021-05-31,13,16235,13766
2021-05-31,14,16136,13686
2021-05-31,15,16193,13984
2021-05-31,16,16421,14424
2021-05-31,17,16864,15028
2021-05-31,18,17324,15375
2021-05-31,19,17249,15392
2021-05-31,20,16978,15029
2021-05-31,21,16977,14904
2021-05-31,22,15727,13951
2021-05-31,23,14894,12814
2021-05-31,24,14773,12232
2021-06-01,1,14567,11727
2021-06-01,2,14300,11435
2021-06-01,3,14365,11378
2021-06-01,4,14434,11402
2021-06-01,5,14167,11716
2021-06-01,6,14935,12432
2021-06-01,7,15331,13366
2021-06-01,8,16139,14149
2021-06-01,9,16003,14244
2021-06-01,10,15666,14080
2021-06-01,11,16030,14203
2021-06-01,12,16272,14576
2021-06-01,13,16498,14600
2021-06-01,14,16445,14539
2021-06-01,15,16633,14757
2021-06-01,16,17005,15160
2021-06-01,17,17660,15783
2021-06-01,18,18238,16351
2021-06-01,19,17949,16372
2021-06-01,20,17337,15892
2021-06-01,21,17212,15688
2021-06-01,22,16539,14892
2021-06-01,23,15464,13713
2021-06-01,24,14713,12830
2021-06-02,1,14489,12173
2021-06-02,2,14144,11829
2021-06-02,3,13950,11613
2021-06-02,4,14255,11570
2021-06-02,5,14287,11852
2021-06-02,6,14787,12559
2021-06-02,7,14716,13350
2021-06-02,8,15732,14066
2021-06-02,9,15935,14537
2021-06-02,10,16121,14705
2021-06-02,11,16173,14891
2021-06-02,12,16774,15316
2021-06-02,13,16717,15503
2021-06-02,14,16917,15608
2021-06-02,15,17368,16007
2021-06-02,16,18106,16426
2021-06-02,17,18929,16996
2021-06-02,18,18669,16825
2021-06-02,19,17697,16318
2021-06-02,20,17323,15837
2021-06-02,21,17274,15822
2021-06-02,22,16830,14972
2021-06-02,23,15705,13831
2021-06-02,24,15075,12950
2021-06-03,1,14774,12514
2021-06-03,2,14864,12389
2021-06-03,3,14670,12161
2021-06-03,4,14630,12095
2021-06-03,5,14528,12324
2021-06-03,6,14578,13015
2021-06-03,7,15464,14090
2021-06-03,8,16459,14911
2021-06-03,9,16406,15210
2021-06-03,10,16694,15390
2021-06-03,11,17004,15679
2021-06-03,12,17215,15863
2021-06-03,13,17211,15857
2021-06-03,14,17388,15738
2021-06-03,15,17185,15758
2021-06-03,16,17920,16310
2021-06-03,17,18252,16928
2021-06-03,18,18368,16955
2021-06-03,19,18077,16782
2021-06-03,20,18095,16604
2021-06-03,21,17811,16346
2021-06-03,22,17047,15316
2021-06-03,23,15513,13941
2021-06-03,24,14963,13177
2021-06-04,1,14748,12485
2021-06-04,2,14787,12123
2021-06-04,3,14899,11927
2021-06-04,4,15200,11963
2021-06-04,5,15279,12275
2021-06-04,6,15141,12910
2021-06-04,7,15558,13840
2021-06-04,8,16542,14832
2021-06-04,9,16972,15401
2021-06-04,10,17135,15607
2021-06-04,11,17647,15822
2021-06-04,12,18197,16101
2021-06-04,13,18499,16318
2021-06-04,14,18726,16296
2021-06-04,15,18646,16529
2021-06-04,16,18895,16966
2021-06-04,17,19586,17662
2021-06-04,18,19618,17950
2021-06-04,19,19852,17997
2021-06-04,20,18896,17331
2021-06-04,21,18572,16801
2021-06-04,22,18201,15946
2021-06-04,23,17189,14628
2021-06-04,24,15669,13441
2021-06-05,1,15478,12745
2021-06-05,2,15427,12243
2021-06-05,3,15154,11889
2021-06-05,4,14940,11776
2021-06-05,5,15089,11815
2021-06-05,6,15189,11942
2021-06-05,7,15366,12543
2021-06-05,8,16082,13718
2021-06-05,9,16894,14949
2021-06-05,10,17687,15817
2021-06-05,11,18702,16672
2021-06-05,12,19128,17230
2021-06-05,13,19095,17024
2021-06-05,14,19219,17123
2021-06-05,15,19804,17613
2021-06-05,16,20120,17982
2021-06-05,17,20604,18555
2021-06-05,18,20426,18753
2021-06-05,19,20048,18289
2021-06-05,20,19497,17919
2021-06-05,21,19177,17449
2021-06-05,22,18358,16733
2021-06-05,23,17433,15375
2021-06-05,24,16667,14183
2021-06-06,1,15990,13271
2021-06-06,2,15457,12686
2021-06-06,3,15415,12325
2021-06-06,4,15846,12235
2021-06-06,5,15601,12118
2021-06-06,6,15471,12114
2021-06-06,7,15421,12662
2021-06-06,8,16025,13896
2021-06-06,9,17195,15346
2021-06-06,10,18525,16516
2021-06-06,11,19581,17487
2021-06-06,12,20150,18042
2021-06-06,13,20498,18279
2021-06-06,14,20855,18524
2021-06-06,15,21141,18937
2021-06-06,16,21960,19663
2021-06-06,17,22345,20393
2021-06-06,18,22538,20556
2021-06-06,19,22046,20353
2021-06-06,20,22024,19993
2021-06-06,21,21240,19271
2021-06-06,22,20215,18305
2021-06-06,23,18584,16650
2021-06-06,24,17570,15360
2021-06-07,1,16718,14363
2021-06-07,2,16108,13718
2021-06-07,3,16211,13341
2021-06-07,4,16158,13389
2021-06-07,5,16010,13598
2021-06-07,6,16568,14381
2021-06-07,7,17798,15736
2021-06-07,8,18749,17046
2021-06-07,9,19977,18283
2021-06-07,10,20277,18982
2021-06-07,11,20963,19998
2021-06-07,12,22248,20741
2021-06-07,13,22853,21012
2021-06-07,14,22616,20901
2021-06-07,15,23020,21068
2021-06-07,16,23252,20967
2021-06-07,17,23247,21340
2021-06-07,18,23076,21200
2021-06-07,19,22252,20652
2021-06-07,20,22432,20422
2021-06-07,21,21992,20295
2021-06-07,22,21014,19299
2021-06-07,23,19301,17573
2021-06-07,24,17592,16272
2021-06-08,1,16708,15317
2021-06-08,2,16337,14746
2021-06-08,3,16160,14386
2021-06-08,4,16378,14274
2021-06-08,5,16575,14577
2021-06-08,6,17033,15283
2021-06-08,7,17727,16306
2021-06-08,8,18529,17336
2021-06-08,9,19624,18086
2021-06-08,10,20340,18566
2021-06-08,11,20531,19052
2021-06-08,12,21677,19630
2021-06-08,13,21975,19963
2021-06-08,14,22132,20094
2021-06-08,15,22562,20368
2021-06-08,16,22377,20453
2021-06-08,17,22372,20475
2021-06-08,18,21789,20174
2021-06-08,19,21477,19901
2021-06-08,20,21158,19763
2021-06-08,21,20674,19295
2021-06-08,22,19869,18322
2021-06-08,23,18685,16854
2021-06-08,24,17204,15623
2021-06-09,1,16187,14737
2021-06-09,2,15959,14197
2021-06-09,3,15578,13772
2021-06-09,4,15516,13585
2021-06-09,5,15205,13789
2021-06-09,6,16165,14559
2021-06-09,7,17773,16178
2021-06-09,8,19664,17869
2021-06-09,9,20805,18856
2021-06-09,10,20914,19409
2021-06-09,11,21687,20129
2021-06-09,12,22300,20714
2021-06-09,13,22147,20808
2021-06-09,14,22276,20660
2021-06-09,15,21916,20559
2021-06-09,16,22312,20848
2021-06-09,17,23111,21157
2021-06-09,18,23365,21039
2021-06-09,19,22534,20652
2021-06-09,20,21899,19926
2021-06-09,21,20781,19396
2021-06-09,22,20266,18492
2021-06-09,23,18923,16898
2021-06-09,24,17208,15311
2021-06-10,1,16718,14364
2021-06-10,2,15964,13953
2021-06-10,3,15625,13366
2021-06-10,4,15072,13120
2021-06-10,5,15008,13190
2021-06-10,6,15491,13715
2021-06-10,7,16359,14654
2021-06-10,8,17731,15892
2021-06-10,9,18089,16327
2021-06-10,10,18129,16487
2021-06-10,11,18637,16902
2021-06-10,12,19375,17305
2021-06-10,13,19519,17579
2021-06-10,14,19734,17682
2021-06-10,15,19675,17816
2021-06-10,16,20100,18239
2021-06-10,17,20838,18905
2021-06-10,18,20608,18975
2021-06-10,19,19985,18670
2021-06-10,20,19018,17727
2021-06-10,21,18832,17124
2021-06-10,22,17780,16090
2021-06-10,23,16521,14784
2021-06-10,24,15593,13855
2021-06-11,1,15093,13005
2021-06-11,2,14818,12775
2021-06-11,3,14482,12495
2021-06-11,4,14743,12443
2021-06-11,5,14853,12695
2021-06-11,6,15166,13337
2021-06-11,7,16049,14324
2021-06-11,8,16875,15310
2021-06-11,9,17744,16036
2021-06-11,10,17890,16442
2021-06-11,11,18118,16684
2021-06-11,12,18713,17134
2021-06-11,13,18770,17250
2021-06-11,14,19038,17553
2021-06-11,15,19513,17847
2021-06-11,16,19664,18155
2021-06-11,17,20011,18394
2021-06-11,18,19317,18110
2021-06-11,19,18868,17388
2021-06-11,20,18511,16918
2021-06-11,21,18098,16550
2021-06-11,22,17420,15820
2021-06-11,23,16547,14731
2021-06-11,24,15551,13738
2021-06-12,1,14543,12843
2021-06-12,2,14076,12421
2021-06-12,3,13868,12128
2021-06-12,4,13891,12023
2021-06-12,5,13746,11971
2021-06-12,6,13498,12088
2021-06-12,7,13949,12634
2021-06-12,8,14886,13649
2021-06-12,9,15426,14268
2021-06-12,10,16046,14833
2021-06-12,11,16348,15318
2021-06-12,12,16761,15693
2021-06-12,13,17069,15883
2021-06-12,14,17493,15983
2021-06-12,15,17580,16298
2021-06-12,16,18259,16848
2021-06-12,17,19228,17690
2021-06-12,18,19220,17880
2021-06-12,19,19174,17691
2021-06-12,20,18609,16976
2021-06-12,21,18097,16466
2021-06-12,22,17630,15887
2021-06-12,23,16445,14665
2021-06-12,24,15296,13664
2021-06-13,1,14366,12775
2021-06-13,2,13795,12293
2021-06-13,3,13602,12103
2021-06-13,4,13591,12088
2021-06-13,5,13653,11940
2021-06-13,6,13513,11967
2021-06-13,7,13355,12283
2021-06-13,8,14236,13118
2021-06-13,9,15322,13880
2021-06-13,10,16197,14812
2021-06-13,11,17478,15717
2021-06-13,12,18531,16604
2021-06-13,13,18590,16849
2021-06-13,14,18611,17048
2021-06-13,15,19006,17401
2021-06-13,16,19192,17471
2021-06-13,17,19567,17908
2021-06-13,18,20147,18165
2021-06-13,19,19404,17998
2021-06-13,20,19004,17742
2021-06-13,21,18686,17207
2021-06-13,22,17471,16227
2021-06-13,23,16395,15023
2021-06-13,24,14889,13674
2021-06-14,1,14626,13004
2021-06-14,2,13930,12381
2021-06-14,3,13444,12020
2021-06-14,4,13890,12079
2021-06-14,5,14401,12450
2021-06-14,6,15080,13234
2021-06-14,7,15845,14216
2021-06-14,8,16972,15147
2021-06-14,9,17456,15666
2021-06-14,10,17535,15742
2021-06-14,11,17390,15710
2021-06-14,12,17849,16032
2021-06-14,13,18279,16389
2021-06-14,14,18408,16634
2021-06-14,15,18221,16469
2021-06-14,16,18015,16381
2021-06-14,17,18328,16852
2021-06-14,18,18281,16862
2021-06-14,19,17793,16342
2021-06-14,20,17391,15951
2021-06-14,21,17169,15810
2021-06-14,22,16439,15139
2021-06-14,23,15225,14095
2021-06-14,24,14672,13130
2021-06-15,1,14317,12615
2021-06-15,2,14060,12290
2021-06-15,3,13995,11974
2021-06-15,4,13775,11965
2021-06-15,5,14101,12211
2021-06-15,6,14475,12860
2021-06-15,7,14995,13699
2021-06-15,8,15665,14264
2021-06-15,9,15857,14446
2021-06-15,10,16126,14551
2021-06-15,11,16118,14591
2021-06-15,12,16443,14691
2021-06-15,13,16616,14754
2021-06-15,14,16597,14624
2021-06-15,15,16789,14771
2021-06-15,16,17142,15231
2021-06-15,17,17771,15824
2021-06-15,18,17909,16013
2021-06-15,19,17959,15947
2021-06-15,20,17755,15722
2021-06-15,21,17486,15486
2021-06-15,22,16699,14764
2021-06-15,23,15216,13543
2021-06-15,24,14455,12575
2021-06-16,1,14242,11940
2021-06-16,2,14403,11629
2021-06-16,3,14205,11425
2021-06-16,4,14163,11416
2021-06-16,5,13761,11654
2021-06-16,6,14209,12291
2021-06-16,7,15219,13290
2021-06-16,8,15792,13980
2021-06-16,9,15596,14042
2021-06-16,10,15464,13960
2021-06-16,11,15640,14065
2021-06-16,12,15672,13994
2021-06-16,13,15792,14150
2021-06-16,14,15522,14096
2021-06-16,15,15806,14362
2021-06-16,16,16256,14875
2021-06-16,17,17358,15520
2021-06-16,18,17583,15686
2021-06-16,19,17521,15727
2021-06-16,20,17155,15639
2021-06-16,21,16108,15210
2021-06-16,22,15949,14441
2021-06-16,23,15117,13382
2021-06-16,24,13974,12393
2021-06-17,1,13641,11847
2021-06-17,2,13541,11485
2021-06-17,3,13514,11304
2021-06-17,4,13735,11342
2021-06-17,5,13593,11672
2021-06-17,6,14417,12594
2021-06-17,7,15091,13638
2021-06-17,8,15235,14117
2021-06-17,9,15972,14403
2021-06-17,10,15981,14322
2021-06-17,11,16090,14545
2021-06-17,12,16572,14804
2021-06-17,13,16710,14816
2021-06-17,14,16565,14843
2021-06-17,15,17042,15259
2021-06-17,16,17760,16064
2021-06-17,17,18572,16897
2021-06-17,18,18716,17066
2021-06-17,19,18624,16969
2021-06-17,20,18371,16716
2021-06-17,21,17993,16306
2021-06-17,22,17248,15413
2021-06-17,23,15953,14119
2021-06-17,24,14953,13085
2021-06-18,1,14886,12424
2021-06-18,2,14760,12089
2021-06-18,3,14492,11771
2021-06-18,4,14508,11741
2021-06-18,5,14870,12100
2021-06-18,6,15618,12792
2021-06-18,7,15658,13677
2021-06-18,8,16686,14747
2021-06-18,9,17130,15291
2021-06-18,10,17593,15636
2021-06-18,11,17997,16038
2021-06-18,12,17834,16065
2021-06-18,13,17356,15603
2021-06-18,14,17158,15454
2021-06-18,15,17865,15747
2021-06-18,16,18479,16089
2021-06-18,17,18702,16676
2021-06-18,18,18767,16760
2021-06-18,19,18822,16757
2021-06-18,20,18565,16583
2021-06-18,21,18388,16413
2021-06-18,22,17568,15758
2021-06-18,23,16457,14693
2021-06-18,24,15547,13543
2021-06-19,1,15266,12921
2021-06-19,2,15015,12497
2021-06-19,3,14691,12158
2021-06-19,4,14422,11927
2021-06-19,5,13813,11802
2021-06-19,6,14007,11853
2021-06-19,7,14165,12469
2021-06-19,8,15417,13625
2021-06-19,9,16621,14783
2021-06-19,10,16933,15248
2021-06-19,11,17413,15755
2021-06-19,12,17950,16245
2021-06-19,13,18274,16432
2021-06-19,14,18666,16631
2021-06-19,15,18620,16604
2021-06-19,16,18337,16345
2021-06-19,17,18455,16464
2021-06-19,18,18192,16296
2021-06-19,19,18169,16458
2021-06-19,20,18156,16423
2021-06-19,21,17625,16093
2021-06-19,22,16738,15458
2021-06-19,23,15691,14420
2021-06-19,24,14876,13432
