\\Hourly Demand Report,,,
\\Created at 2021-06-20 07:30:14,,,
\\For 2021,,,
Date,Hour,Market Demand,Ontario Demand
2021-03-05,1,16632,15116
2021-03-05,2,16413,14756
2021-03-05,3,16424,14745
2021-03-05,4,16202,14621
2021-03-05,5,16507,14871
2021-03-05,6,17047,15420
2021-03-05,7,18185,16504
2021-03-05,8,19257,17297
2021-03-05,9,19206,17231
2021-03-05,10,18877,16767
2021-03-05,11,18467,16262
2021-03-05,12,18371,16190
2021-03-05,13,18164,16053
2021-03-05,14,18123,15879
2021-03-05,15,17736,15576
2021-03-05,16,17887,15865
2021-03-05,17,18777,16727
2021-03-05,18,19762,17641
2021-03-05,19,20529,18311
2021-03-05,20,20534,18299
2021-03-05,21,19808,17763
2021-03-05,22,19060,17023
2021-03-05,23,17958,16179
2021-03-05,24,16998,15191
2021-03-06,1,17135,14615
2021-03-06,2,16905,14418
2021-03-06,3,16846,14218
2021-03-06,4,16532,14158
2021-03-06,5,16558,14231
2021-03-06,6,16636,14507
2021-03-06,7,17222,15114
2021-03-06,8,17189,15727
2021-03-06,9,17621,15923
2021-03-06,10,17890,15913
2021-03-06,11,18044,15863
2021-03-06,12,18138,15806
2021-03-06,13,18499,15709
2021-03-06,14,17895,15440
2021-03-06,15,17519,15241
2021-03-06,16,17389,15427
2021-03-06,17,17683,16095
2021-03-06,18,18102,17066
2021-03-06,19,19468,17949
2021-03-06,20,19566,18029
2021-03-06,21,19171,17573
2021-03-06,22,18994,16951
2021-03-06,23,18030,16086
2021-03-06,24,17257,15295
2021-03-07,1,16251,14699
2021-03-07,2,15676,14279
2021-03-07,3,15467,14103
2021-03-07,4,15773,14160
2021-03-07,5,16254,14367
2021-03-07,6,16304,14582
2021-03-07,7,16552,15092
2021-03-07,8,16596,15185
2021-03-07,9,16571,14928
2021-03-07,10,16430,14820
2021-03-07,11,16604,14698
2021-03-07,12,16902,14973
2021-03-07,13,16650,15084
2021-03-07,14,16384,14726
2021-03-07,15,16061,14543
2021-03-07,16,16248,14741
2021-03-07,17,16904,15655
2021-03-07,18,17945,17020
2021-03-07,19,19393,17928
2021-03-07,20,20019,18192
2021-03-07,21,19308,17649
2021-03-07,22,18550,17042
2021-03-07,23,17264,16168
2021-03-07,24,16699,15333
2021-03-08,1,16324,14850
2021-03-08,2,16278,14550
2021-03-08,3,16427,14369
2021-03-08,4,16303,14312
2021-03-08,5,16514,14448
2021-03-08,6,17072,14910
2021-03-08,7,17686,15984
2021-03-08,8,18553,16827
2021-03-08,9,19297,17123
2021-03-08,10,19443,16922
2021-03-08,11,18490,16233
2021-03-08,12,18454,16208
2021-03-08,13,18331,15933
2021-03-08,14,18542,15908
2021-03-08,15,18202,15853
2021-03-08,16,18631,16214
2021-03-08,17,18905,16956
2021-03-08,18,19662,17718
2021-03-08,19,20003,18083
2021-03-08,20,19115,17786
2021-03-08,21,18380,17122
2021-03-08,22,17507,16459
2021-03-08,23,17031,15684
2021-03-08,24,15912,14731
2021-03-09,1,15391,14158
2021-03-09,2,14764,13678
2021-03-09,3,14813,13653
2021-03-09,4,15048,13847
2021-03-09,5,15163,14018
2021-03-09,6,15749,14409
2021-03-09,7,17059,15582
2021-03-09,8,17736,16258
2021-03-09,9,17672,16337
2021-03-09,10,17167,15675
2021-03-09,11,16392,15110
2021-03-09,12,16001,14961
2021-03-09,13,15882,14899
2021-03-09,14,15661,14628
2021-03-09,15,15672,14589
2021-03-09,16,16123,14809
2021-03-09,17,16770,15582
2021-03-09,18,18020,16606
2021-03-09,19,18270,17126
2021-03-09,20,18371,17108
2021-03-09,21,17989,16559
2021-03-09,22,17457,15918
2021-03-09,23,16645,14979
2021-03-09,24,15844,14042
2021-03-10,1,15820,13564
2021-03-10,2,15678,13041
2021-03-10,3,15553,12838
2021-03-10,4,15670,12860
2021-03-10,5,15846,13048
2021-03-10,6,16234,13565
2021-03-10,7,17100,14608
2021-03-10,8,17916,15508
2021-03-10,9,17657,15488
2021-03-10,10,17121,15052
2021-03-10,11,16895,14840
2021-03-10,12,16781,14480
2021-03-10,13,16837,14526
2021-03-10,14,16454,14249
2021-03-10,15,16704,14386
2021-03-10,16,16784,14791
2021-03-10,17,17937,15804
2021-03-10,18,18302,16421
2021-03-10,19,18644,16778
2021-03-10,20,18332,16630
2021-03-10,21,18288,15976
2021-03-10,22,17849,15174
2021-03-10,23,16691,14182
2021-03-10,24,15784,13193
2021-03-11,1,15054,12551
2021-03-11,2,14604,12206
2021-03-11,3,14388,12011
2021-03-11,4,14209,11901
2021-03-11,5,14245,12030
2021-03-11,6,14820,12598
2021-03-11,7,16048,13682
2021-03-11,8,17056,14840
2021-03-11,9,17308,15119
2021-03-11,10,17120,14993
2021-03-11,11,17034,14902
2021-03-11,12,16813,14827
2021-03-11,13,16722,14725
2021-03-11,14,16672,14656
2021-03-11,15,16703,14568
2021-03-11,16,17037,14580
2021-03-11,17,17652,15367
2021-03-11,18,18396,16067
2021-03-11,19,18458,16502
2021-03-11,20,18385,16526
2021-03-11,21,17637,16003
2021-03-11,22,17075,15421
2021-03-11,23,16620,14594
2021-03-11,24,15760,13820
2021-03-12,1,15153,13403
2021-03-12,2,14627,13010
2021-03-12,3,14421,12864
2021-03-12,4,14535,12934
2021-03-12,5,14688,13079
2021-03-12,6,15481,13630
2021-03-12,7,16293,14742
2021-03-12,8,16976,15454
2021-03-12,9,16854,15330
2021-03-12,10,16449,14699
2021-03-12,11,15827,14090
2021-03-12,12,15858,13966
2021-03-12,13,16184,14050
2021-03-12,14,16323,14124
2021-03-12,15,16461,14352
2021-03-12,16,16558,14513
2021-03-12,17,16836,15005
2021-03-12,18,17527,16040
2021-03-12,19,18443,16891
2021-03-12,20,18923,17367
2021-03-12,21,18304,16910
2021-03-12,22,17809,16354
2021-03-12,23,16969,15623
2021-03-12,24,16270,14796
2021-03-13,1,16056,14323
2021-03-13,2,15285,13615
2021-03-13,3,15322,13637
2021-03-13,4,15259,13670
2021-03-13,5,15482,13928
2021-03-13,6,15455,14224
2021-03-13,7,15814,14701
2021-03-13,8,15564,14801
2021-03-13,9,15712,14811
2021-03-13,10,15893,14571
2021-03-13,11,15999,14494
2021-03-13,12,15810,14440
2021-03-13,13,15790,14278
2021-03-13,14,15780,14003
2021-03-13,15,15923,13743
2021-03-13,16,15992,13891
2021-03-13,17,16441,14923
2021-03-13,18,17705,15925
2021-03-13,19,18199,16366
2021-03-13,20,18117,16490
2021-03-13,21,17113,15999
2021-03-13,22,16458,15470
2021-03-13,23,16271,14654
2021-03-13,24,15838,13851
2021-03-14,1,15110,13272
2021-03-14,2,14668,12922
2021-03-14,3,14720,12932
2021-03-14,4,14364,12838
2021-03-14,5,14537,12938
2021-03-14,6,14469,13090
2021-03-14,7,14607,13377
2021-03-14,8,14896,13738
2021-03-14,9,15142,13838
2021-03-14,10,15158,13807
2021-03-14,11,15260,13726
2021-03-14,12,15676,13964
2021-03-14,13,15442,13728
2021-03-14,14,15223,13531
2021-03-14,15,15235,13628
2021-03-14,16,15447,14150
2021-03-14,17,16462,15135
2021-03-14,18,17365,16075
2021-03-14,19,18266,17006
2021-03-14,20,18583,17274
2021-03-14,21,17993,16630
2021-03-14,22,17075,15912
2021-03-14,23,16178,15156
2021-03-14,24,15636,14522
2021-03-15,1,15323,14000
2021-03-15,2,15487,14038
2021-03-15,3,15409,14052
2021-03-15,4,15927,14456
2021-03-15,5,16583,15010
2021-03-15,6,18319,16060
2021-03-15,7,19067,17315
2021-03-15,8,19042,17596
2021-03-15,9,18465,16902
2021-03-15,10,18242,16168
2021-03-15,11,17885,15908
2021-03-15,12,17622,15754
2021-03-15,13,17434,15685
2021-03-15,14,16879,15313
2021-03-15,15,17063,15319
2021-03-15,16,17450,15859
2021-03-15,17,18564,16727
2021-03-15,18,18774,17295
2021-03-15,19,19776,17880
2021-03-15,20,19770,17741
2021-03-15,21,18952,17039
2021-03-15,22,18118,16074
2021-03-15,23,17248,15103
2021-03-15,24,16901,14349
2021-03-16,1,16147,13974
2021-03-16,2,15858,13802
2021-03-16,3,15348,13696
2021-03-16,4,16168,13806
2021-03-16,5,17222,14272
2021-03-16,6,18159,15440
2021-03-16,7,19498,16936
2021-03-16,8,20093,17592
2021-03-16,9,19863,17424
2021-03-16,10,19224,17142
2021-03-16,11,19186,16881
2021-03-16,12,18633,16349
2021-03-16,13,18137,16070
2021-03-16,14,17708,15906
2021-03-16,15,17698,15993
2021-03-16,16,17981,16309
2021-03-16,17,19003,17024
2021-03-16,18,19413,17335
2021-03-16,19,19750,17659
2021-03-16,20,19474,17497
2021-03-16,21,18852,16804
2021-03-16,22,17962,15904
2021-03-16,23,16709,14887
2021-03-16,24,15757,14187
2021-03-17,1,15701,13821
2021-03-17,2,15610,13644
2021-03-17,3,15827,13591
2021-03-17,4,15669,13768
2021-03-17,5,16046,14223
2021-03-17,6,17247,15590
2021-03-17,7,18526,16655
2021-03-17,8,18548,17076
2021-03-17,9,18494,16862
2021-03-17,10,18110,16411
2021-03-17,11,17590,15741
2021-03-17,12,16962,15414
2021-03-17,13,17197,15409
2021-03-17,14,16392,14948
2021-03-17,15,16531,14831
2021-03-17,16,16664,15200
2021-03-17,17,17029,15836
2021-03-17,18,17494,16260
2021-03-17,19,18105,16800
2021-03-17,20,17771,16806
2021-03-17,21,17119,16173
2021-03-17,22,16413,15224
2021-03-17,23,15683,14284
2021-03-17,24,15591,13584
2021-03-18,1,15178,13130
2021-03-18,2,15162,12927
2021-03-18,3,15065,12750
2021-03-18,4,15160,12915
2021-03-18,5,15913,13540
2021-03-18,6,16753,14639
2021-03-18,7,17616,15784
2021-03-18,8,18244,16509
2021-03-18,9,18282,16318
2021-03-18,10,18551,16280
2021-03-18,11,18468,16175
2021-03-18,12,18577,16066
2021-03-18,13,18266,15669
2021-03-18,14,18014,15245
2021-03-18,15,17903,15366
2021-03-18,16,18665,15854
2021-03-18,17,19394,16588
2021-03-18,18,19532,16689
2021-03-18,19,19592,16971
2021-03-18,20,19233,16972
2021-03-18,21,18392,16339
2021-03-18,22,17768,15549
2021-03-18,23,16957,14538
2021-03-18,24,15949,13826
2021-03-19,1,15566,13570
2021-03-19,2,15517,13613
2021-03-19,3,15608,13616
2021-03-19,4,16160,13754
2021-03-19,5,16726,14273
2021-03-19,6,17797,15566
2021-03-19,7,18643,16783
2021-03-19,8,18937,17037
2021-03-19,9,18003,16055
2021-03-19,10,17506,15485
2021-03-19,11,17440,15264
2021-03-19,12,17458,15163
2021-03-19,13,16885,14829
2021-03-19,14,16542,14617
2021-03-19,15,16249,14365
2021-03-19,16,16320,14590
2021-03-19,17,17192,15450
2021-03-19,18,17486,16122
2021-03-19,19,18286,16761
2021-03-19,20,18282,16972
2021-03-19,21,17405,16308
2021-03-19,22,16557,15413
2021-03-19,23,15820,14533
2021-03-19,24,14883,13762
2021-03-20,1,14668,13507
2021-03-20,2,14300,13032
2021-03-20,3,14674,13012
2021-03-20,4,14882,13193
2021-03-20,5,14749,13485
2021-03-20,6,15181,13961
2021-03-20,7,16241,14812
2021-03-20,8,16697,14972
2021-03-20,9,16317,14675
2021-03-20,10,16018,14282
2021-03-20,11,15463,13919
2021-03-20,12,14837,13643
2021-03-20,13,14260,13223
2021-03-20,14,14072,12772
2021-03-20,15,14032,12714
2021-03-20,16,14136,13076
2021-03-20,17,15289,13877
2021-03-20,18,15895,14558
2021-03-20,19,16407,15208
2021-03-20,20,16440,15238
2021-03-20,21,15908,14810
2021-03-20,22,15667,14138
2021-03-20,23,14912,13288
2021-03-20,24,14614,12755
2021-03-21,1,14191,12364
2021-03-21,2,14003,12233
2021-03-21,3,13842,12097
2021-03-21,4,13996,12215
2021-03-21,5,14158,12451
2021-03-21,6,14442,12806
2021-03-21,7,15152,13429
2021-03-21,8,15318,13563
2021-03-21,9,15063,13395
2021-03-21,10,14934,13219
2021-03-21,11,14775,13009
2021-03-21,12,14331,12883
2021-03-21,13,14044,12695
2021-03-21,14,13820,12371
2021-03-21,15,13614,12307
2021-03-21,16,14178,12800
2021-03-21,17,14720,13705
2021-03-21,18,15729,14374
2021-03-21,19,16229,14860
2021-03-21,20,16330,14997
2021-03-21,21,15646,14413
2021-03-21,22,15270,13821
2021-03-21,23,14769,13010
2021-03-21,24,14566,12550
2021-03-22,1,14077,12241
2021-03-22,2,14070,12096
2021-03-22,3,13953,12125
2021-03-22,4,14046,12329
2021-03-22,5,14813,12901
2021-03-22,6,15668,14130
2021-03-22,7,16835,15379
2021-03-22,8,17088,15512
2021-03-22,9,16828,15148
2021-03-22,10,16122,14612
2021-03-22,11,15716,14172
2021-03-22,12,15628,14103
2021-03-22,13,15306,13855
2021-03-22,14,14754,13427
2021-03-22,15,14905,13593
2021-03-22,16,15227,13991
2021-03-22,17,16191,14805
2021-03-22,18,16516,15267
2021-03-22,19,16957,15765
2021-03-22,20,17423,16118
2021-03-22,21,16601,15345
2021-03-22,22,15748,14403
2021-03-22,23,14761,13367
2021-03-22,24,14211,12719
2021-03-23,1,13831,12408
2021-03-23,2,13727,12161
2021-03-23,3,13756,12157
2021-03-23,4,13786,12404
2021-03-23,5,14239,12788
2021-03-23,6,15346,14016
2021-03-23,7,16319,15128
2021-03-23,8,16551,15358
2021-03-23,9,16379,15020
2021-03-23,10,16209,14800
2021-03-23,11,15750,14428
2021-03-23,12,15649,14427
2021-03-23,13,15190,14144
2021-03-23,14,15085,13944
2021-03-23,15,15360,14074
2021-03-23,16,15483,14409
2021-03-23,17,16393,15180
2021-03-23,18,16533,15371
2021-03-23,19,16891,15716
2021-03-23,20,16973,15850
2021-03-23,21,16189,14906
2021-03-23,22,15540,14189
2021-03-23,23,14555,13239
2021-03-23,24,14331,12583
2021-03-24,1,13873,12175
2021-03-24,2,13613,11924
2021-03-24,3,13637,11808
2021-03-24,4,13806,11971
2021-03-24,5,14091,12277
2021-03-24,6,15126,13403
2021-03-24,7,16023,14464
2021-03-24,8,16763,15219
2021-03-24,9,16827,15228
2021-03-24,10,16374,14809
2021-03-24,11,16358,14601
2021-03-24,12,16304,14615
2021-03-24,13,16389,14544
2021-03-24,14,16030,14286
2021-03-24,15,16412,14518
2021-03-24,16,16570,14858
2021-03-24,17,17143,15443
2021-03-24,18,17212,15473
2021-03-24,19,17418,15556
2021-03-24,20,17100,15484
2021-03-24,21,16495,14886
2021-03-24,22,15454,13845
2021-03-24,23,14730,12930
2021-03-24,24,13929,12201
2021-03-25,1,13599,11855
2021-03-25,2,13403,11691
2021-03-25,3,13291,11817
2021-03-25,4,13338,11901
2021-03-25,5,13760,12273
2021-03-25,6,15128,13484
2021-03-25,7,16267,14589
2021-03-25,8,16281,14941
2021-03-25,9,16099,14570
2021-03-25,10,15629,14099
2021-03-25,11,15387,14050
2021-03-25,12,15419,14025
2021-03-25,13,15442,13905
2021-03-25,14,15230,13747
2021-03-25,15,15432,14107
2021-03-25,16,16095,14858
2021-03-25,17,16724,15528
2021-03-25,18,16898,15703
2021-03-25,19,17012,15796
2021-03-25,20,17017,15772
2021-03-25,21,16314,15077
2021-03-25,22,15061,13981
2021-03-25,23,14357,13124
2021-03-25,24,14109,12465
2021-03-26,1,13748,11985
2021-03-26,2,13722,11686
2021-03-26,3,13929,11659
2021-03-26,4,14213,12030
2021-03-26,5,14717,12637
2021-03-26,6,15724,13730
2021-03-26,7,16109,14638
2021-03-26,8,16639,15375
2021-03-26,9,17307,15841
2021-03-26,10,17524,16206
2021-03-26,11,17883,16473
2021-03-26,12,17317,16229
2021-03-26,13,17085,15854
2021-03-26,14,16784,15587
2021-03-26,15,16746,15322
2021-03-26,16,16951,15589
2021-03-26,17,17588,16311
2021-03-26,18,17296,16350
2021-03-26,19,16836,16286
2021-03-26,20,16776,16091
2021-03-26,21,16669,15546
2021-03-26,22,16007,14897
2021-03-26,23,15243,14064
2021-03-26,24,14285,13165
2021-03-27,1,14044,12745
2021-03-27,2,13779,12482
2021-03-27,3,13717,12352
2021-03-27,4,13739,12393
2021-03-27,5,13919,12560
2021-03-27,6,14386,13123
2021-03-27,7,14980,13764
2021-03-27,8,15826,14679
2021-03-27,9,16233,15168
2021-03-27,10,15867,15096
2021-03-27,11,15741,15080
2021-03-27,12,15489,14843
2021-03-27,13,14961,14348
2021-03-27,14,14686,14071
2021-03-27,15,14781,13900
2021-03-27,16,14919,14069
2021-03-27,17,15541,14697
2021-03-27,18,15656,14908
2021-03-27,19,15632,15132
2021-03-27,20,15725,15089
2021-03-27,21,15463,14477
2021-03-27,22,14743,13688
2021-03-27,23,14038,12915
2021-03-27,24,13829,12501
2021-03-28,1,13472,12055
2021-03-28,2,13120,11736
2021-03-28,3,12937,11733
2021-03-28,4,13206,11881
2021-03-28,5,13404,12044
2021-03-28,6,13805,12398
2021-03-28,7,13976,12745
2021-03-28,8,14631,13467
2021-03-28,9,15305,14175
2021-03-28,10,15762,14682
2021-03-28,11,15762,14862
2021-03-28,12,15440,14777
2021-03-28,13,15413,14589
2021-03-28,14,15485,14442
2021-03-28,15,15875,14508
2021-03-28,16,16219,14904
2021-03-28,17,16854,15564
2021-03-28,18,16714,15527
2021-03-28,19,16540,15573
2021-03-28,20,16523,15485
2021-03-28,21,16215,14986
2021-03-28,22,15478,14200
2021-03-28,23,14854,13472
2021-03-28,24,14374,12910
2021-03-29,1,14122,12630
2021-03-29,2,13765,12549
2021-03-29,3,13678,12542
2021-03-29,4,14001,12891
2021-03-29,5,14696,13555
2021-03-29,6,15932,14805
2021-03-29,7,17354,16246
2021-03-29,8,17296,16470
2021-03-29,9,16307,15883
2021-03-29,10,15849,15241
2021-03-29,11,15956,14963
2021-03-29,12,16129,14825
2021-03-29,13,15471,14530
2021-03-29,14,15389,14188
2021-03-29,15,15163,14103
2021-03-29,16,15464,14440
2021-03-29,17,16115,15110
2021-03-29,18,16628,15464
2021-03-29,19,16968,15973
2021-03-29,20,17645,16125
2021-03-29,21,16956,15696
2021-03-29,22,16150,14836
2021-03-29,23,15296,13953
2021-03-29,24,14665,13124
2021-03-30,1,14476,12765
2021-03-30,2,13951,12433
2021-03-30,3,14441,12564
2021-03-30,4,14412,12643
2021-03-30,5,15038,13180
2021-03-30,6,16089,14408
2021-03-30,7,17030,15339
2021-03-30,8,16806,15333
2021-03-30,9,16071,14612
2021-03-30,10,15801,14125
2021-03-30,11,15819,13872
2021-03-30,12,15627,13693
2021-03-30,13,15481,13488
2021-03-30,14,15265,13415
2021-03-30,15,15336,13501
2021-03-30,16,15681,13947
2021-03-30,17,16288,14647
2021-03-30,18,16438,14977
2021-03-30,19,16941,15302
2021-03-30,20,17043,15557
2021-03-30,21,16527,15008
2021-03-30,22,15645,14028
2021-03-30,23,14347,12926
2021-03-30,24,13837,12381
2021-03-31,1,13521,12105
2021-03-31,2,13319,11859
2021-03-31,3,13148,11733
2021-03-31,4,13306,11810
2021-03-31,5,13896,12398
2021-03-31,6,14833,13508
2021-03-31,7,16319,14915
2021-03-31,8,17089,15788
2021-03-31,9,16511,15842
2021-03-31,10,16111,15555
2021-03-31,11,16183,15538
2021-03-31,12,16545,15531
2021-03-31,13,16322,15324
2021-03-31,14,16120,15094
2021-03-31,15,16067,14932
2021-03-31,16,16116,15024
2021-03-31,17,16767,15584
2021-03-31,18,16731,15716
2021-03-31,19,16946,16096
2021-03-31,20,17496,16265
2021-03-31,21,16989,15615
2021-03-31,22,16482,14917
2021-03-31,23,15115,13941
2021-03-31,24,14738,13265
2021-04-01,1,14247,12795
2021-04-01,2,14358,12594
2021-04-01,3,14527,12590
2021-04-01,4,14790,12737
2021-04-01,5,14879,13356
2021-04-01,6,16027,14614
2021-04-01,7,16869,15630
2021-04-01,8,17578,16057
2021-04-01,9,17516,15937
2021-04-01,10,17192,15535
2021-04-01,11,17459,15561
2021-04-01,12,17007,15172
2021-04-01,13,16426,14673
2021-04-01,14,16185,14579
2021-04-01,15,16564,14539
2021-04-01,16,16668,14686
2021-04-01,17,17257,15373
2021-04-01,18,17460,15730
2021-04-01,19,17886,16157
2021-04-01,20,18127,16486
2021-04-01,21,17800,16103
2021-04-01,22,17054,15553
2021-04-01,23,16315,14638
2021-04-01,24,15486,13829
2021-04-02,1,14816,13230
2021-04-02,2,14659,12965
2021-04-02,3,14602,13056
2021-04-02,4,14523,13108
2021-04-02,5,14706,13318
2021-04-02,6,15286,13982
2021-04-02,7,15756,14211
2021-04-02,8,15498,14101
2021-04-02,9,15060,13467
2021-04-02,10,14677,13123
2021-04-02,11,14761,13180
2021-04-02,12,15139,13367
2021-04-02,13,14523,13018
2021-04-02,14,14218,12784
2021-04-02,15,13966,12572
2021-04-02,16,14292,13020
2021-04-02,17,15098,13819
2021-04-02,18,15704,14358
2021-04-02,19,16264,14911
2021-04-02,20,16959,15376
2021-04-02,21,16406,15094
2021-04-02,22,15667,14452
2021-04-02,23,14826,13673
2021-04-02,24,14266,13042
2021-04-03,1,13982,12716
2021-04-03,2,13725,12432
2021-04-03,3,14004,12443
2021-04-03,4,13864,12519
2021-04-03,5,14226,12729
2021-04-03,6,14683,13201
2021-04-03,7,14787,13491
2021-04-03,8,14998,13578
2021-04-03,9,15077,13595
2021-04-03,10,15235,13489
2021-04-03,11,14930,13190
2021-04-03,12,14847,13088
2021-04-03,13,14869,13064
2021-04-03,14,14523,12713
2021-04-03,15,14785,12858
2021-04-03,16,15650,13726
2021-04-03,17,16436,14723
2021-04-03,18,16420,14916
2021-04-03,19,16486,14970
2021-04-03,20,16504,14972
2021-04-03,21,15633,14377
2021-04-03,22,15548,13917
2021-04-03,23,14937,13289
2021-04-03,24,14406,12807
2021-04-04,1,13702,12237
2021-04-04,2,13487,12035
2021-04-04,3,13466,11901
2021-04-04,4,13519,11907
2021-04-04,5,13686,12091
2021-04-04,6,14304,12765
2021-04-04,7,14359,12966
2021-04-04,8,14548,13068
2021-04-04,9,14264,13008
2021-04-04,10,13953,12570
2021-04-04,11,13811,12375
2021-04-04,12,13831,12288
2021-04-04,13,13541,12031
2021-04-04,14,13341,11884
2021-04-04,15,13579,12060
2021-04-04,16,13932,12498
2021-04-04,17,14638,13206
2021-04-04,18,14943,13586
2021-04-04,19,15270,13940
2021-04-04,20,15558,14282
2021-04-04,21,15445,14091
2021-04-04,22,14975,13646
2021-04-04,23,14129,12842
2021-04-04,24,13691,12270
2021-04-05,1,13409,11973
2021-04-05,2,13391,11793
2021-04-05,3,13436,11757
2021-04-05,4,13517,11920
2021-04-05,5,14104,12313
2021-04-05,6,14989,13249
2021-04-05,7,15496,13979
2021-04-05,8,16020,14251
2021-04-05,9,16094,14187
2021-04-05,10,15978,14049
2021-04-05,11,15788,14007
2021-04-05,12,16014,14226
2021-04-05,13,15750,14353
2021-04-05,14,15744,14043
2021-04-05,15,15586,13945
2021-04-05,16,15750,14306
2021-04-05,17,16341,14938
2021-04-05,18,16678,15085
2021-04-05,19,16742,15376
2021-04-05,20,16801,15557
2021-04-05,21,16205,14968
2021-04-05,22,15634,14047
2021-04-05,23,14718,13136
2021-04-05,24,14257,12571
2021-04-06,1,14032,12166
2021-04-06,2,14073,12011
2021-04-06,3,14306,12063
2021-04-06,4,14258,12055
2021-04-06,5,14577,12588
2021-04-06,6,15290,13703
2021-04-06,7,16074,14484
2021-04-06,8,16256,14540
2021-04-06,9,16450,14447
2021-04-06,10,15937,13852
2021-04-06,11,15534,13596
2021-04-06,12,15912,13644
2021-04-06,13,15635,13427
2021-04-06,14,15602,13512
2021-04-06,15,15771,13743
2021-04-06,16,16358,14338
2021-04-06,17,16842,14984
2021-04-06,18,16860,15197
2021-04-06,19,16996,15429
2021-04-06,20,16998,15450
2021-04-06,21,16375,14815
2021-04-06,22,15717,14029
2021-04-06,23,15186,13214
2021-04-06,24,14750,12532
2021-04-07,1,14090,12076
2021-04-07,2,13819,11820
2021-04-07,3,13565,11760
2021-04-07,4,13859,11920
2021-04-07,5,14477,12476
2021-04-07,6,15258,13601
2021-04-07,7,15781,14357
2021-04-07,8,16206,14736
2021-04-07,9,16169,14568
2021-04-07,10,15676,13865
2021-04-07,11,15248,13478
2021-04-07,12,15240,13468
2021-04-07,13,15216,13331
2021-04-07,14,15069,13172
2021-04-07,15,15217,13181
2021-04-07,16,15488,13470
2021-04-07,17,15891,14079
2021-04-07,18,15946,14249
2021-04-07,19,16083,14518
2021-04-07,20,16371,14767
2021-04-07,21,15904,14149
2021-04-07,22,15121,13304
2021-04-07,23,14187,12393
2021-04-07,24,14086,11892
2021-04-08,1,13576,11497
2021-04-08,2,13307,11289
2021-04-08,3,13256,11257
2021-04-08,4,13461,11452
2021-04-08,5,13760,11940
2021-04-08,6,14754,12944
2021-04-08,7,15437,13601
2021-04-08,8,15849,14024
2021-04-08,9,16018,13980
2021-04-08,10,15580,13614
2021-04-08,11,15507,13560
2021-04-08,12,15364,13575
2021-04-08,13,15010,13215
2021-04-08,14,14977,13096
2021-04-08,15,15208,13268
2021-04-08,16,15108,13548
2021-04-08,17,16092,14252
2021-04-08,18,16405,14577
2021-04-08,19,16794,14885
2021-04-08,20,17057,15161
2021-04-08,21,16276,14337
2021-04-08,22,15391,13321
2021-04-08,23,14743,12421
2021-04-08,24,13838,11869
2021-04-09,1,13678,11465
2021-04-09,2,13570,11391
2021-04-09,3,13281,11231
2021-04-09,4,13240,11182
2021-04-09,5,13605,11614
2021-04-09,6,14622,12612
2021-04-09,7,15258,13588
2021-04-09,8,16186,14311
2021-04-09,9,16388,14369
2021-04-09,10,16302,14129
2021-04-09,11,16148,14043
2021-04-09,12,15945,14040
2021-04-09,13,16022,14125
2021-04-09,14,15719,13884
2021-04-09,15,15620,13737
2021-04-09,16,15762,13796
2021-04-09,17,16305,14186
2021-04-09,18,16365,14201
2021-04-09,19,16567,14374
2021-04-09,20,16653,14484
2021-04-09,21,16207,13980
2021-04-09,22,15714,13157
2021-04-09,23,14832,12327
2021-04-09,24,14159,11573
2021-04-10,1,13732,11134
2021-04-10,2,13422,10994
2021-04-10,3,13225,10995
2021-04-10,4,13178,10976
2021-04-10,5,13368,11141
2021-04-10,6,14093,11776
2021-04-10,7,14083,11892
2021-04-10,8,14188,12238
2021-04-10,9,14231,12501
2021-04-10,10,14272,12448
2021-04-10,11,14645,12456
2021-04-10,12,14785,12481
2021-04-10,13,14733,12283
2021-04-10,14,14544,12156
2021-04-10,15,14667,12425
2021-04-10,16,15242,12802
2021-04-10,17,15680,13395
2021-04-10,18,16185,13615
2021-04-10,19,16329,13718
2021-04-10,20,16458,13854
2021-04-10,21,15407,13258
2021-04-10,22,15068,12660
2021-04-10,23,14241,11848
2021-04-10,24,13589,11248
2021-04-11,1,13068,10800
2021-04-11,2,12862,10593
2021-04-11,3,12569,10498
2021-04-11,4,12700,10513
2021-04-11,5,13005,10625
2021-04-11,6,13053,10864
2021-04-11,7,13436,11247
2021-04-11,8,13816,11846
2021-04-11,9,14699,12594
2021-04-11,10,15013,13106
2021-04-11,11,15551,13337
2021-04-11,12,15414,13437
2021-04-11,13,15341,13347
2021-04-11,14,15367,13238
2021-04-11,15,15488,13389
2021-04-11,16,15851,13797
2021-04-11,17,16711,14552
2021-04-11,18,16583,14665
2021-04-11,19,16512,14552
2021-04-11,20,15921,14381
2021-04-11,21,15561,13741
2021-04-11,22,15151,13077
2021-04-11,23,14737,12338
2021-04-11,24,13928,11777
2021-04-12,1,13542,11513
2021-04-12,2,13396,11266
2021-04-12,3,13537,11359
2021-04-12,4,13418,11501
2021-04-12,5,13716,11799
2021-04-12,6,14604,13010
2021-04-12,7,14833,13812
2021-04-12,8,15541,14539
2021-04-12,9,16409,15079
2021-04-12,10,16561,15335
2021-04-12,11,17108,15468
2021-04-12,12,16860,15392
2021-04-12,13,16586,15039
2021-04-12,14,16478,14833
2021-04-12,15,16568,14840
2021-04-12,16,16897,15015
